calibration_index,source_index,premise,hypothesis,gold_label,original_nli_predicted_label,original_nli_gold_probability,original_entailment_probability,original_neutral_probability,original_contradiction_probability,original_matches_gold,verifier_model_revision
604,404415,"A man taking a photograph, holding a postcard",There is a man holding a post card.,0,entailment,0.995964527130127,0.995964527130127,0.003306805854663253,0.0007286610780283809,True,6f5cf0a2b59cabb106aca4c287eed12e357e90eb
605,405381,"A child in a red jacket, sitting atop a slide.",A child is sliding down a waterslide,2,neutral,0.21296705305576324,0.2614496052265167,0.5255833864212036,0.21296705305576324,False,6f5cf0a2b59cabb106aca4c287eed12e357e90eb
606,407270,A man standing next to a women's restroom in an orange shirt.,The man's wife is in the restroom.,1,neutral,0.9988237023353577,0.00022714318765792996,0.9988237023353577,0.0009490624652244151,True,6f5cf0a2b59cabb106aca4c287eed12e357e90eb
607,407321,Several people are walking on a sidewalk while one person is laying down.,a person is laying down because he is having a heart attack,1,neutral,0.9973529577255249,0.0003210299473721534,0.9973529577255249,0.002326032379642129,True,6f5cf0a2b59cabb106aca4c287eed12e357e90eb
608,411654,"A group of people are sitting around a large white banner that says ""From New York.""",There is a group of people sitting around a large white banner.,0,entailment,0.9978271126747131,0.9978271126747131,0.0017904937267303467,0.0003824571322184056,True,6f5cf0a2b59cabb106aca4c287eed12e357e90eb
609,412899,A child holding some shoes.,The child is tying the shoelaces on his shoes.,2,neutral,0.0013670887565240264,0.0010370101081207395,0.9975958466529846,0.0013670887565240264,False,6f5cf0a2b59cabb106aca4c287eed12e357e90eb
610,413131,A man in a white shirt is working on a laptop while another man in a black shirt points to something on the screen with a pen.,The men are coworkers.,1,neutral,0.9985820055007935,0.001029357546940446,0.9985820055007935,0.00038865910028107464,True,6f5cf0a2b59cabb106aca4c287eed12e357e90eb
611,413141,three young woman walking down a sidewalk looking up,Three young women walk outside.,0,entailment,0.9722551703453064,0.9722551703453064,0.026029977947473526,0.0017148724291473627,True,6f5cf0a2b59cabb106aca4c287eed12e357e90eb
612,415665,A girl with yellow sunglasses is laying on the ground with a girl wearing brown sunglasses.,sisters lay on the ground,1,neutral,0.9895109534263611,0.0046293726190924644,0.9895109534263611,0.005859583616256714,True,6f5cf0a2b59cabb106aca4c287eed12e357e90eb
613,416052,Man carries empty Coke bottles on his head across dirt road.,Man carries empty Coke bottles outside.,0,entailment,0.9087825417518616,0.9087825417518616,0.07586287707090378,0.01535460539162159,True,6f5cf0a2b59cabb106aca4c287eed12e357e90eb
614,417237,"Several people sitting, relaxing in the snow.",The people are outdoors.,0,entailment,0.9663259387016296,0.9663259387016296,0.03232245147228241,0.0013515256578102708,True,6f5cf0a2b59cabb106aca4c287eed12e357e90eb
615,418334,A pedicab driving sitting on the side and waiting for his next customer.,The cab is waiting for a customer.,0,entailment,0.9950491786003113,0.9950491786003113,0.00414552167057991,0.0008052894845604897,True,6f5cf0a2b59cabb106aca4c287eed12e357e90eb
616,418639,"At a brick-floored area near the beach, a middle-aged white man surrounded by a white family is sitting and painting a portrait of someone.",A woman is drawing dogs at the beach.,2,contradiction,0.9993127584457397,4.776826608576812e-05,0.0006394893280230463,0.9993127584457397,True,6f5cf0a2b59cabb106aca4c287eed12e357e90eb
617,420064,A police officer on a motorcycle talking to two men on a cobblestone street.,A motorbike cop interrogates two men on a street.,1,entailment,0.05172386392951012,0.9477365612983704,0.05172386392951012,0.0005395440384745598,False,6f5cf0a2b59cabb106aca4c287eed12e357e90eb
618,421310,"A person, whose face is blocked, is working on a large wooden loom.","A person, whose face is blocked, is working on a wooden loom.",0,entailment,0.9957113265991211,0.9957113265991211,0.003639589063823223,0.000648986198939383,True,6f5cf0a2b59cabb106aca4c287eed12e357e90eb
619,422758,A man dressed in a green jacket is playing piano while a woman sings.,A man is burning a piano.,2,contradiction,0.9988296627998352,0.00018579263996798545,0.000984590733423829,0.9988296627998352,True,6f5cf0a2b59cabb106aca4c287eed12e357e90eb
620,423126,A crane is hoisting someone up next to a building.,The crane is lifting up a car.,2,contradiction,0.9993797540664673,0.00010420147737022489,0.0005160283180885017,0.9993797540664673,True,6f5cf0a2b59cabb106aca4c287eed12e357e90eb
621,423518,A magician performs with a burning bar placed in his front on the floor while the crowd watches closely.,The magician burns himself.,1,contradiction,0.44881385564804077,0.049929432570934296,0.44881385564804077,0.5012566447257996,False,6f5cf0a2b59cabb106aca4c287eed12e357e90eb
622,424045,A man sits under an umbrella beside a pond while he works.,A woman is swimming in a pool.,2,contradiction,0.9982548356056213,4.548276410787366e-05,0.0016997175989672542,0.9982548356056213,True,6f5cf0a2b59cabb106aca4c287eed12e357e90eb
623,424612,Two female bikers pose on a bridge as other riders travel by in a marathon.,"The two woman are repelling down a rock face, attempting to get to the bottom of the rock wall.",2,contradiction,0.9991752505302429,9.358601528219879e-05,0.0007311613881029189,0.9991752505302429,True,6f5cf0a2b59cabb106aca4c287eed12e357e90eb
624,425301,Teenage girls in a dance recital.,The high school dance team put on a great show.,1,neutral,0.9944708347320557,0.004858293104916811,0.9944708347320557,0.0006708457367494702,True,6f5cf0a2b59cabb106aca4c287eed12e357e90eb
625,426181,Lady wearing spectacles points camera with some trepidation.,A lady is holding a camera.,0,entailment,0.9818992614746094,0.9818992614746094,0.015287428162992,0.002813362516462803,True,6f5cf0a2b59cabb106aca4c287eed12e357e90eb
626,426473,A little boy in a bright green field has kicked a soccer ball very high in the air.,A boy watches soccer on TV at his house.,2,contradiction,0.99857497215271,6.522062903968617e-05,0.00135984702501446,0.99857497215271,True,6f5cf0a2b59cabb106aca4c287eed12e357e90eb
627,426484,"A man resting in a blue hammock, boots and pack off, as he looks out over a flowing river.",A man is outside.,0,entailment,0.9786408543586731,0.9786408543586731,0.017183560878038406,0.004175621550530195,True,6f5cf0a2b59cabb106aca4c287eed12e357e90eb
628,426839,Two women on the patio having drinks.,Two women have drinks on the deck.,0,entailment,0.9848479628562927,0.9848479628562927,0.013526570983231068,0.0016255028313025832,True,6f5cf0a2b59cabb106aca4c287eed12e357e90eb
629,427833,A little girl in a white jacket holding a piglet toy.,The little girl is caucasian.,1,neutral,0.959830105304718,0.037286266684532166,0.959830105304718,0.0028836822602897882,True,6f5cf0a2b59cabb106aca4c287eed12e357e90eb
630,428056,A construction worker in a neon vest is working with electrical equipment while sparks fly.,A construction worker is on his lunch break,2,contradiction,0.9827812314033508,0.00011230822565266863,0.017106490209698677,0.9827812314033508,True,6f5cf0a2b59cabb106aca4c287eed12e357e90eb
631,429004,Two women observing a fountain in a park.,two women dig up their yard for a garden,2,contradiction,0.9978576302528381,0.0001542855316074565,0.0019880530890077353,0.9978576302528381,True,6f5cf0a2b59cabb106aca4c287eed12e357e90eb
632,430526,A skilled surfer rides a very large wave;,The surfer is sitting in the sand.,2,contradiction,0.9994837045669556,7.409349200315773e-05,0.0004421182384248823,0.9994837045669556,True,6f5cf0a2b59cabb106aca4c287eed12e357e90eb
633,431648,"A young woman in a striped sweater, knitted hat and jeans and wearing a black winter coat is ice skating at a rink with several other young women.",The woman in the sweater was rollerblading.,2,contradiction,0.9991962313652039,0.00016968393174465746,0.0006340888212434947,0.9991962313652039,True,6f5cf0a2b59cabb106aca4c287eed12e357e90eb
634,431938,A woman talks on a cellphone on an Asian market street.,A woman is sleeping.,2,contradiction,0.9997377991676331,5.579687422141433e-05,0.00020641114679165184,0.9997377991676331,True,6f5cf0a2b59cabb106aca4c287eed12e357e90eb
635,431953,A man and a woman are walking in a street.,a man and a woman walk down the street,0,entailment,0.9761167764663696,0.9761167764663696,0.02288231812417507,0.0010009222896769643,True,6f5cf0a2b59cabb106aca4c287eed12e357e90eb
636,432209,A woman in a brown flowered tank top dances with a puppet,A woman is sleeping on the street.,2,contradiction,0.999560534954071,6.958346057217568e-05,0.000369853078154847,0.999560534954071,True,6f5cf0a2b59cabb106aca4c287eed12e357e90eb
637,433659,A man riding a horse is chasing after a young cow with a lasso.,a lasso is being used on a pig,2,contradiction,0.9992503523826599,0.00012499195872806013,0.0006246684351935983,0.9992503523826599,True,6f5cf0a2b59cabb106aca4c287eed12e357e90eb
638,436878,A person does a trick on a skateboard.,Trick on skateborad by a young boy in a busy traffic,2,neutral,0.0005146695766597986,0.0006231802981346846,0.9988621473312378,0.0005146695766597986,False,6f5cf0a2b59cabb106aca4c287eed12e357e90eb
639,437702,A person swims in a pool by a waterfall.,A person is near the waterfall.,0,entailment,0.9935575127601624,0.9935575127601624,0.00565400579944253,0.0007884877850301564,True,6f5cf0a2b59cabb106aca4c287eed12e357e90eb
640,438773,"Man and woman looking surprised, with the man holding headphones.","They looked surprised, holding the headphones.",0,entailment,0.7916012406349182,0.7916012406349182,0.06892023235559464,0.13947845995426178,True,6f5cf0a2b59cabb106aca4c287eed12e357e90eb
641,439665,"A man dressed in a red t-shirt and blue jeans eats food he's holding in his hand, as he walks along a busy sidewalk, with an antique-style sign advertising wedding rings on the right-hand side of the picture.",A man in a suit holds a briefcase as he walks along an empty sidewalk.,2,contradiction,0.9996262788772583,3.554182330844924e-05,0.00033815723145380616,0.9996262788772583,True,6f5cf0a2b59cabb106aca4c287eed12e357e90eb
642,441211,Three dogs pull a sled during a race in the snow.,Four dogs are winning a sled race.,2,contradiction,0.9975579977035522,9.77949021034874e-05,0.0023441750090569258,0.9975579977035522,True,6f5cf0a2b59cabb106aca4c287eed12e357e90eb
643,441240,four men looking at a large sign.,The men are watching sports.,2,neutral,0.02940448373556137,0.0007850383990444243,0.9698105454444885,0.02940448373556137,False,6f5cf0a2b59cabb106aca4c287eed12e357e90eb
644,441625,Three teenage boys sitting down talking and fixing their shoes.,Three schoolboys take time out from soccer practice to talk,1,neutral,0.9986316561698914,0.0008760762284509838,0.9986316561698914,0.0004922883817926049,True,6f5cf0a2b59cabb106aca4c287eed12e357e90eb
645,441649,A small boy in a white shirt is jumping with a sword in his hand.,Boys holding sword,0,entailment,0.9400140047073364,0.9400140047073364,0.05588836222887039,0.004097677767276764,True,6f5cf0a2b59cabb106aca4c287eed12e357e90eb
646,442027,A child in an orange t-shirt is riding a green bike beside a pathway.,A man wearing a red shirt riding a cow.,2,contradiction,0.9992687106132507,3.645520700956695e-05,0.0006948501104488969,0.9992687106132507,True,6f5cf0a2b59cabb106aca4c287eed12e357e90eb
647,442332,A man in a gray t-shirt walks down a public street past a pair of tall office buildings.,A man is unable to walk.,2,contradiction,0.9997001886367798,7.305603503482416e-05,0.0002267624222440645,0.9997001886367798,True,6f5cf0a2b59cabb106aca4c287eed12e357e90eb
648,442910,A person wearing a gray sweatshirt and tennis shoes is sitting on something.,A person dust lint off his suit.,2,contradiction,0.9866107106208801,0.00039318777271546423,0.01299616415053606,0.9866107106208801,True,6f5cf0a2b59cabb106aca4c287eed12e357e90eb
649,443307,"In a tilted picture, two boys in a poor country run towards a doorway.",Two boys wearing blue run toward a doorway in a picture.,1,neutral,0.9994198083877563,0.00034529026015661657,0.9994198083877563,0.00023498048540204763,True,6f5cf0a2b59cabb106aca4c287eed12e357e90eb
650,445694,A person riding a horse trying to rope a calf that is running from them.,A person is competing at a rodeo.,1,neutral,0.9665780663490295,0.020489497110247612,0.9665780663490295,0.01293238066136837,True,6f5cf0a2b59cabb106aca4c287eed12e357e90eb
651,445900,Several men are tinkering with radio controlled items.,Some people are maneuvering radio controlled gadgets.,0,entailment,0.9962111711502075,0.9962111711502075,0.0034832600504159927,0.0003055251145269722,True,6f5cf0a2b59cabb106aca4c287eed12e357e90eb
652,446052,A man on a white surfboard in the ocean riding the waves.,A surfer is standing on his board in the water.,0,entailment,0.9937751293182373,0.9937751293182373,0.0055419388227164745,0.0006829206831753254,True,6f5cf0a2b59cabb106aca4c287eed12e357e90eb
653,447248,An Asian man makes calligraphy on a green table with newspaper on it.,A man is drawing.,0,entailment,0.8958956003189087,0.8958956003189087,0.043473660945892334,0.060630831867456436,True,6f5cf0a2b59cabb106aca4c287eed12e357e90eb
654,448081,There is a husband and wife outside of a small shop taking pictures of a baby camel.,The baby camel is inside of the shop.,1,contradiction,0.0010648334864526987,0.0002494323707651347,0.0010648334864526987,0.9986857771873474,False,6f5cf0a2b59cabb106aca4c287eed12e357e90eb
655,448093,"A security guard stands by a metal, lighted sculpture.",A person guards a sculpture.,0,entailment,0.996647298336029,0.996647298336029,0.0028461467009037733,0.0005065426812507212,True,6f5cf0a2b59cabb106aca4c287eed12e357e90eb
656,448470,A man wearing a helmet has his hand up in the air and is shouting in a similar way the crowd behind his doing.,A man leads others in a chant.,1,entailment,0.3759438097476959,0.6181320548057556,0.3759438097476959,0.005924067460000515,False,6f5cf0a2b59cabb106aca4c287eed12e357e90eb
657,448551,The bull is running with a yellow fence behind him.,A bull is running through an open field chasing a cow.,1,contradiction,0.0026514967903494835,0.00020739910542033613,0.0026514967903494835,0.9971411228179932,False,6f5cf0a2b59cabb106aca4c287eed12e357e90eb
658,449726,Two young blond-haired children are laying in their sleeping bags.,Their hair is red.,2,contradiction,0.9988306164741516,0.00024212362768594176,0.000927228422369808,0.9988306164741516,True,6f5cf0a2b59cabb106aca4c287eed12e357e90eb
659,450435,People ordering food from a lunch cart outside.,The lunch cart is mexican food.,1,neutral,0.9985629916191101,0.00038595168734900653,0.9985629916191101,0.0010511195287108421,True,6f5cf0a2b59cabb106aca4c287eed12e357e90eb
660,450767,A young woman dances to the delight of a group of children.,A woman is holding 3 children.,2,neutral,0.04492338374257088,0.000357020617229864,0.9547195434570312,0.04492338374257088,False,6f5cf0a2b59cabb106aca4c287eed12e357e90eb
661,450897,A chef is preparing some food.,In the kitchen the man washes dishes.,2,contradiction,0.9969047904014587,0.0005304565420374274,0.0025647778529673815,0.9969047904014587,True,6f5cf0a2b59cabb106aca4c287eed12e357e90eb
662,450940,A boy in a sports uniform chasing a soccer ball,A boy is playing.,1,entailment,0.040212780237197876,0.9564090967178345,0.040212780237197876,0.0033781055826693773,False,6f5cf0a2b59cabb106aca4c287eed12e357e90eb
663,452118,Two men play the guitar while on a boat.,Two men on a boat play their guitars together.,0,entailment,0.5267757773399353,0.5267757773399353,0.470298171043396,0.0029260688461363316,True,6f5cf0a2b59cabb106aca4c287eed12e357e90eb
664,453097,A group of people are running a race.,The people are almost to the finish line.,1,neutral,0.9975109100341797,0.002174197696149349,0.9975109100341797,0.000314900855300948,True,6f5cf0a2b59cabb106aca4c287eed12e357e90eb
665,455935,A man wearing orange reflective clothing and a red hard hat shovels watery mud next to a low cement wall.,The man is a repairman.,1,neutral,0.6307600736618042,0.0012152368435636163,0.6307600736618042,0.36802467703819275,True,6f5cf0a2b59cabb106aca4c287eed12e357e90eb
666,456117,Three women in a hospital.,the skateboard was black,1,neutral,0.9936884045600891,0.004236814100295305,0.9936884045600891,0.002074717078357935,True,6f5cf0a2b59cabb106aca4c287eed12e357e90eb
667,456266,A guy lifts some heavy weights while an older man assists him.,A man helping another man bench press.,1,neutral,0.9930018782615662,0.005880606360733509,0.9930018782615662,0.0011175149120390415,True,6f5cf0a2b59cabb106aca4c287eed12e357e90eb
668,456761,"Three dogs run on beach, two playing with unknown object.",Three dogs are swimming in the ocean.,2,contradiction,0.9994820952415466,5.920667535974644e-05,0.0004586917639244348,0.9994820952415466,True,6f5cf0a2b59cabb106aca4c287eed12e357e90eb
669,456772,Two large white dogs and one large tan dog in a red collar run along a beach.,Three dogs are lying in the grass in the shade.,2,contradiction,0.9734965562820435,0.00546967564150691,0.021033812314271927,0.9734965562820435,True,6f5cf0a2b59cabb106aca4c287eed12e357e90eb
670,457878,A girl doing something on her cellphone.,There is a person with a telecommunications device.,0,entailment,0.9960917830467224,0.9960917830467224,0.0035621868446469307,0.00034604532993398607,True,6f5cf0a2b59cabb106aca4c287eed12e357e90eb
671,457899,A woman in a red dress and a man in a white suite are engaging in a ballet performance on a purple lit stage.,A man and woman are dancing.,0,entailment,0.9944114089012146,0.9944114089012146,0.004436814691871405,0.0011518108658492565,True,6f5cf0a2b59cabb106aca4c287eed12e357e90eb
672,458599,A closeup of a man riding his bicycle through the forest.,A man is riding his bicycle in the forest to exercise.,1,neutral,0.9978860020637512,0.0017052264884114265,0.9978860020637512,0.000408749416237697,True,6f5cf0a2b59cabb106aca4c287eed12e357e90eb
673,458628,Two young girls one blond one brunette are puckering there lips and showing a peace sign with there fingers.,The girls have no fingers.,2,contradiction,0.9996150732040405,0.0001102697424357757,0.0002745926904026419,0.9996150732040405,True,6f5cf0a2b59cabb106aca4c287eed12e357e90eb
674,459828,Young girl jumping off a swing.,Someone is jumping.,0,entailment,0.9872714877128601,0.9872714877128601,0.010979698970913887,0.0017488425364717841,True,6f5cf0a2b59cabb106aca4c287eed12e357e90eb
675,461143,A woman in a white shirt sitting on a gray bench in front of a wall with graffiti written on it.,A person in a white shirt swimming in a lake.,2,contradiction,0.999292254447937,6.0544385632965714e-05,0.0006471662782132626,0.999292254447937,True,6f5cf0a2b59cabb106aca4c287eed12e357e90eb
676,463262,A brown and black dog approaching a red ball.,The ball attracted the dog's attention.,0,neutral,0.4063977003097534,0.4063977003097534,0.5925682783126831,0.0010340537410229445,False,6f5cf0a2b59cabb106aca4c287eed12e357e90eb
677,463559,"A woman is jogging on a road by a shoreline, holding an item up in the air.",The woman is holding a rock.,1,neutral,0.996781587600708,0.0003146069939248264,0.996781587600708,0.002903713844716549,True,6f5cf0a2b59cabb106aca4c287eed12e357e90eb
678,463572,A man is selling water and lemonade at a stand.,a vendor is selling lemonade.,1,entailment,0.003943721763789654,0.9953861832618713,0.003943721763789654,0.0006700890953652561,False,6f5cf0a2b59cabb106aca4c287eed12e357e90eb
679,463687,Children are playing outside in a rocky area beside a river.,Children are playing oustide with their parents.,1,neutral,0.9972471594810486,0.00043351747444830835,0.9972471594810486,0.0023192272055894136,True,6f5cf0a2b59cabb106aca4c287eed12e357e90eb
680,464513,A small kid wearing a helmet smiles while his father is doing some adjustment at its back.,The kid is flying through the sky wearing a cape.,2,contradiction,0.9989025592803955,6.0165475588291883e-05,0.0010373039403930306,0.9989025592803955,True,6f5cf0a2b59cabb106aca4c287eed12e357e90eb
681,464854,Little boy pushing another little boy up the pole.,There are two boys.,0,entailment,0.9669817090034485,0.9669817090034485,0.02990739606320858,0.003110845573246479,True,6f5cf0a2b59cabb106aca4c287eed12e357e90eb
682,464901,A man wearing a colorful suit sits on a sidewalk playing a basset horn to collect money.,A man juggles on the street.,2,contradiction,0.9843907952308655,0.0034886037465184927,0.01212065014988184,0.9843907952308655,True,6f5cf0a2b59cabb106aca4c287eed12e357e90eb
683,466557,Woman walking on a puddle of water.,A woman with wet Nike sneakers.,1,neutral,0.9988013505935669,0.0007271667709574103,0.9988013505935669,0.0004715292889159173,True,6f5cf0a2b59cabb106aca4c287eed12e357e90eb
684,467470,A group of people are sitting on the top of a boat.,The people are swimming,2,contradiction,0.9991703033447266,0.00018923993047792464,0.000640515296254307,0.9991703033447266,True,6f5cf0a2b59cabb106aca4c287eed12e357e90eb
685,467865,Two players in red white and blue football uniforms squat down on the field.,Two players in red white and blue football uniforms squat down on the field and holding their helmets.,0,neutral,0.0009828354232013226,0.0009828354232013226,0.9985899329185486,0.00042719810153357685,False,6f5cf0a2b59cabb106aca4c287eed12e357e90eb
686,468548,A class of students all doing different actions.,A class of students working on one math problem.,2,contradiction,0.9828447103500366,9.87897437880747e-05,0.017056522890925407,0.9828447103500366,True,6f5cf0a2b59cabb106aca4c287eed12e357e90eb
687,469856,The men are talking to the person in the police van.,There is a criminal in the back of a police van.,1,neutral,0.9932206869125366,0.0023615628015249968,0.9932206869125366,0.0044177379459142685,True,6f5cf0a2b59cabb106aca4c287eed12e357e90eb
688,470247,A man with a yellow hat on is leaning on a wall of some sort.,someone with a yellow hat leans,0,entailment,0.9961732029914856,0.9961732029914856,0.0032509444281458855,0.0005758192855864763,True,6f5cf0a2b59cabb106aca4c287eed12e357e90eb
689,470257,A child wearing a green shirt and blowing bubbles.,A child in green is playing baseball.,2,contradiction,0.9557705521583557,0.0011028861626982689,0.04312657564878464,0.9557705521583557,True,6f5cf0a2b59cabb106aca4c287eed12e357e90eb
690,472747,Young boy delivers a jumping martial arts kick.,The boy practices martial arts.,0,entailment,0.9079321026802063,0.9079321026802063,0.09110989421606064,0.0009579522884450853,True,6f5cf0a2b59cabb106aca4c287eed12e357e90eb
691,472789,A young boy points a toy rifle off-camera.,A boy is holding a sword.,2,contradiction,0.9994661211967468,6.785594450775534e-05,0.00046608500997535884,0.9994661211967468,True,6f5cf0a2b59cabb106aca4c287eed12e357e90eb
692,473855,There is a person sitting on a plastic blow-up float in the high piled snow.,The person is outdoors.,0,entailment,0.9745338559150696,0.9745338559150696,0.023794015869498253,0.001672203652560711,True,6f5cf0a2b59cabb106aca4c287eed12e357e90eb
693,474441,A baby decides to pack himself away in a suitcase.,A baby ends up in a suitcase and is promptly discovered.,1,neutral,0.7920781970024109,0.0015925373882055283,0.7920781970024109,0.20632927119731903,True,6f5cf0a2b59cabb106aca4c287eed12e357e90eb
694,474740,A man in white is playing a black accordion.,man plays accordion,0,entailment,0.9941936135292053,0.9941936135292053,0.00501635205000639,0.0007900309283286333,True,6f5cf0a2b59cabb106aca4c287eed12e357e90eb
695,475013,The racer zooms past the wooded area leaving a cloud of dust.,The car is fast.,1,entailment,0.05854175612330437,0.9403695464134216,0.05854175612330437,0.0010886683594435453,False,6f5cf0a2b59cabb106aca4c287eed12e357e90eb
696,475232,A guy snowboarding down a pole that is on top of a blue vehicle into the snow.,A man performs snowboard stunts in a scored event.,1,neutral,0.876193106174469,0.12052416056394577,0.876193106174469,0.0032828047405928373,True,6f5cf0a2b59cabb106aca4c287eed12e357e90eb
697,475671,The people are standing outside after a wedding.,It was a wedding for two Indian people,1,neutral,0.9995456337928772,0.00020284285710658878,0.9995456337928772,0.0002514959778636694,True,6f5cf0a2b59cabb106aca4c287eed12e357e90eb
698,477167,A man in a white t-shirt is standing outside on a busy street.,The woman is wearing a white shirt.,2,contradiction,0.999419093132019,0.00014474880299530923,0.00043619947973638773,0.999419093132019,True,6f5cf0a2b59cabb106aca4c287eed12e357e90eb
699,477223,A guy is jumping in the air while a group of people stand around and ignore him.,A guy is really an alien from Neptune.,2,neutral,0.02035682462155819,0.0010169296292588115,0.9786262512207031,0.02035682462155819,False,6f5cf0a2b59cabb106aca4c287eed12e357e90eb
700,477332,People are in a restaurant eating.,A group of individuals eating in a restaurant.,0,entailment,0.9973662495613098,0.9973662495613098,0.002403329126536846,0.00023040614905767143,True,6f5cf0a2b59cabb106aca4c287eed12e357e90eb
701,477877,A man wearing yellow riding a bike.,A man steering a bike.,0,entailment,0.6500997543334961,0.6500997543334961,0.3003596067428589,0.04954061284661293,True,6f5cf0a2b59cabb106aca4c287eed12e357e90eb
702,477962,Three teenage girls walking down the sidewalk together on a nice day,Girls are walking in the daytime.,0,entailment,0.9773757457733154,0.9773757457733154,0.021411053836345673,0.001213180716149509,True,6f5cf0a2b59cabb106aca4c287eed12e357e90eb
703,478194,Beautiful day to play fetch with dog while relaxing on the dock at the lake.,The sun shines upon the lake.,0,neutral,0.04148516803979874,0.04148516803979874,0.9579819440841675,0.0005328167462721467,False,6f5cf0a2b59cabb106aca4c287eed12e357e90eb
704,482019,A man in glasses talks to a woman while shopping for orange juice.,There is a man shopping while avoiding a women,1,contradiction,0.0003453452081885189,0.00013716246758121997,0.0003453452081885189,0.9995174407958984,False,6f5cf0a2b59cabb106aca4c287eed12e357e90eb
705,482758,A man bundled up in a coat displaying with his arms a bunch of clothes.,The man was about to go outside,2,neutral,0.0007495016325265169,0.0011821790831163526,0.9980683922767639,0.0007495016325265169,False,6f5cf0a2b59cabb106aca4c287eed12e357e90eb
706,484972,Four cheerleaders at a basketball game dance at half-court during a break in the game.,Four cheerleaders dance during a break in the game.,0,entailment,0.9965575933456421,0.9965575933456421,0.0027680464554578066,0.0006744151469320059,True,6f5cf0a2b59cabb106aca4c287eed12e357e90eb
707,485427,A child jumps onto a bed.,The child is jumping on the bed and his big sister is worried that the bed will break and they will get scolded.,1,neutral,0.9992644190788269,0.00026140420231968164,0.9992644190788269,0.00047424057265743613,True,6f5cf0a2b59cabb106aca4c287eed12e357e90eb
708,485580,A man who is wearing glasses is planting trees.,A man plants strawberries.,2,contradiction,0.9983468055725098,0.00014181628648657352,0.0015113733243197203,0.9983468055725098,True,6f5cf0a2b59cabb106aca4c287eed12e357e90eb
709,485598,There are 2 shirtless boys jumping up from some water looking at a soccer ball.,Two boys are playing with a soccer ball in a pool.,1,contradiction,0.253395140171051,0.012084749527275562,0.253395140171051,0.7345201373100281,False,6f5cf0a2b59cabb106aca4c287eed12e357e90eb
710,485858,"A woman with long dark hair is walking on a sidewalk past some tall buildings, while two other people walk across the street with their dog.",People walking.,0,entailment,0.995815098285675,0.995815098285675,0.0033365359995514154,0.0008482714183628559,True,6f5cf0a2b59cabb106aca4c287eed12e357e90eb
711,486098,A professor explaining a University level lecture.,A professor in class.,0,entailment,0.8895876407623291,0.8895876407623291,0.10429056733846664,0.006121793761849403,True,6f5cf0a2b59cabb106aca4c287eed12e357e90eb
712,486675,Two people are hugging and one is wearing a pink-hooded stretch top.,Both people are wearing scuba suits.,2,contradiction,0.9991241097450256,7.367935904767364e-05,0.000802275666501373,0.9991241097450256,True,6f5cf0a2b59cabb106aca4c287eed12e357e90eb
713,487229,A young girl in a green bathing suit getting splashed with water.,A girl in a red tank top gets splashed with water.,2,contradiction,0.9990410208702087,7.846978405723348e-05,0.0008805048419162631,0.9990410208702087,True,6f5cf0a2b59cabb106aca4c287eed12e357e90eb
714,487685,There are three people sitting on a bench outside a building and one man standing next to it looking at a newspaper.,The people are talking.,1,neutral,0.9925249814987183,0.003366869641467929,0.9925249814987183,0.004108079243451357,True,6f5cf0a2b59cabb106aca4c287eed12e357e90eb
715,488220,A lady with a blue coat is seen riding a bike in front of a store.,A lady with a blue coat is getting exercise.,0,neutral,0.25752824544906616,0.25752824544906616,0.7413574457168579,0.0011142106959596276,False,6f5cf0a2b59cabb106aca4c287eed12e357e90eb
716,488702,"A person in a yellow hat, carrying a bag and a fishing pole, walks in a grassy area near a small body of water.","On the grass near the water, a person in a yellow hat walks carrying fishing gear.",0,entailment,0.9972736239433289,0.9972736239433289,0.0024228503461927176,0.00030345862614922225,True,6f5cf0a2b59cabb106aca4c287eed12e357e90eb
717,488841,People are standing in a room with a television that has a picture of a boat on the water.,A man sits online in a dark room eating pizza and watching Wheel of Fortune.,2,contradiction,0.999595582485199,6.22893639956601e-05,0.0003421501023694873,0.999595582485199,True,6f5cf0a2b59cabb106aca4c287eed12e357e90eb
718,489327,A person wearing a red vest climbs up a steep rock.,A person is repelling down the mountain.,2,contradiction,0.9981104135513306,0.0003074284759350121,0.0015821477863937616,0.9981104135513306,True,6f5cf0a2b59cabb106aca4c287eed12e357e90eb
719,489352,A young man is taking his hat off while walking from his graduation.,A student is sitting after graduating.,2,contradiction,0.9989909529685974,0.00047243223525583744,0.0005365789402276278,0.9989909529685974,True,6f5cf0a2b59cabb106aca4c287eed12e357e90eb
720,489857,A little boy learning how to handle an owl in the outdoors.,A boy is learning.,0,entailment,0.9963387250900269,0.9963387250900269,0.0030419377144426107,0.0006194551242515445,True,6f5cf0a2b59cabb106aca4c287eed12e357e90eb
721,490129,"A red and silver muscle car, waits to start a drag race.",the car is in a long race,1,contradiction,0.34828734397888184,0.013363205827772617,0.34828734397888184,0.6383494138717651,False,6f5cf0a2b59cabb106aca4c287eed12e357e90eb
722,491039,A young lady is being videotaped while she's sitting in her stroller in front of a Sysco truck on the sidewalk.,a young woman is being filmed while she sits in her stroller on the sidewalk in front of a truck,0,entailment,0.996351957321167,0.996351957321167,0.003012073924764991,0.0006359716644510627,True,6f5cf0a2b59cabb106aca4c287eed12e357e90eb
