input_position,source_index,candidate_id,augmented_field,old_accepted,real_accepted,old_reasons,real_reasons,source_nli_status,semantic_min,candidate_nli_gold_probability,generation_truncated,decision_change,difference_category
475,319797,319797:premise:fra_Latn,premise,False,False,"[""semantic_drift""]","[""semantic_drift""]",RELIABLE_GOLD,0.291526198387146,0.9991438388824463,False,MATCH,none
475,319797,319797:hypothesis:fra_Latn,hypothesis,False,False,"[""semantic_drift""]","[""semantic_drift""]",RELIABLE_GOLD,0.0015204352093860507,0.998992383480072,False,MATCH,none
477,321435,321435:premise:fra_Latn,premise,False,False,"[""semantic_drift"",""label_flip""]","[""semantic_drift"",""label_flip""]",RELIABLE_GOLD,0.00041385460644960403,0.01792147569358349,False,MATCH,none
477,321435,321435:hypothesis:fra_Latn,hypothesis,False,False,"[""semantic_drift"",""label_flip""]","[""semantic_drift"",""label_flip""]",RELIABLE_GOLD,0.0005954763619229198,0.0021144510246813297,False,MATCH,none
479,322299,322299:hypothesis:fra_Latn,hypothesis,False,False,"[""label_flip""]","[""label_flip""]",RELIABLE_GOLD,0.9886667728424072,0.07786738872528076,False,MATCH,none
485,326894,326894:premise:fra_Latn,premise,False,False,"[""source_label_disagreement""]","[""source_label_disagreement""]",GOLD_DISAGREEMENT,,,False,MATCH,none
485,326894,326894:hypothesis:fra_Latn,hypothesis,False,False,"[""source_label_disagreement""]","[""source_label_disagreement""]",GOLD_DISAGREEMENT,,,False,MATCH,none
487,327544,327544:premise:fra_Latn,premise,False,False,"[""source_label_disagreement""]","[""source_label_disagreement""]",GOLD_DISAGREEMENT,,,False,MATCH,none
487,327544,327544:hypothesis:fra_Latn,hypothesis,False,False,"[""source_label_disagreement""]","[""source_label_disagreement""]",GOLD_DISAGREEMENT,,,False,MATCH,none
497,335668,335668:premise:fra_Latn,premise,False,False,"[""source_label_disagreement""]","[""source_label_disagreement""]",GOLD_DISAGREEMENT,,,False,MATCH,none
497,335668,335668:hypothesis:fra_Latn,hypothesis,False,False,"[""source_label_disagreement""]","[""source_label_disagreement""]",GOLD_DISAGREEMENT,,,False,MATCH,none
503,338736,338736:premise:fra_Latn,premise,False,False,"[""source_label_disagreement""]","[""source_label_disagreement""]",GOLD_DISAGREEMENT,,,False,MATCH,none
503,338736,338736:hypothesis:fra_Latn,hypothesis,False,False,"[""source_label_disagreement""]","[""source_label_disagreement""]",GOLD_DISAGREEMENT,,,False,MATCH,none
481,323424,323424:premise:fra_Latn,premise,False,False,"[""semantic_drift""]","[""semantic_drift""]",RELIABLE_GOLD,0.0021103182807564735,0.9995973706245422,False,MATCH,none
481,323424,323424:hypothesis:fra_Latn,hypothesis,False,False,"[""trivial_copy""]","[""trivial_copy""]",RELIABLE_GOLD,0.9964053630828857,0.9996150732040405,False,MATCH,none
482,324702,324702:hypothesis:fra_Latn,hypothesis,False,False,"[""trivial_copy""]","[""trivial_copy""]",RELIABLE_GOLD,0.9943548440933228,0.9991064667701721,False,MATCH,none
484,326312,326312:premise:fra_Latn,premise,False,False,"[""label_flip""]","[""label_flip""]",RELIABLE_GOLD,0.9718157052993774,0.07055690139532089,False,MATCH,none
484,326312,326312:hypothesis:fra_Latn,hypothesis,False,False,"[""trivial_copy""]","[""trivial_copy""]",RELIABLE_GOLD,0.9930018782615662,0.8506692051887512,False,MATCH,none
486,327111,327111:hypothesis:fra_Latn,hypothesis,False,False,"[""trivial_copy""]","[""trivial_copy""]",RELIABLE_GOLD,0.9967150688171387,0.9890542030334473,False,MATCH,none
488,327733,327733:premise:fra_Latn,premise,False,False,"[""trivial_copy""]","[""trivial_copy""]",RELIABLE_GOLD,0.9934126734733582,0.9723532199859619,False,MATCH,none
489,328469,328469:hypothesis:fra_Latn,hypothesis,False,False,"[""trivial_copy""]","[""trivial_copy""]",RELIABLE_GOLD,0.9947276711463928,0.9788185358047485,False,MATCH,none
490,330719,330719:hypothesis:fra_Latn,hypothesis,False,False,"[""semantic_drift""]","[""semantic_drift""]",RELIABLE_GOLD,0.00012273844913579524,0.9996720552444458,False,MATCH,none
492,331212,331212:premise:fra_Latn,premise,False,False,"[""semantic_drift""]","[""semantic_drift""]",RELIABLE_GOLD,0.26420852541923523,0.9746959805488586,False,MATCH,none
493,332168,332168:hypothesis:fra_Latn,hypothesis,False,False,"[""semantic_drift""]","[""semantic_drift""]",RELIABLE_GOLD,0.7805790305137634,0.994005560874939,False,MATCH,none
496,334987,334987:hypothesis:fra_Latn,hypothesis,False,False,"[""semantic_drift"",""label_flip""]","[""semantic_drift"",""label_flip""]",RELIABLE_GOLD,0.08887290209531784,0.006483696401119232,False,MATCH,none
498,336330,336330:hypothesis:fra_Latn,hypothesis,False,False,"[""trivial_copy""]","[""trivial_copy""]",RELIABLE_GOLD,0.99598228931427,0.9972412586212158,False,MATCH,none
500,337152,337152:hypothesis:fra_Latn,hypothesis,False,False,"[""semantic_drift""]","[""semantic_drift""]",RELIABLE_GOLD,0.007301732432097197,0.9980581402778625,False,MATCH,none
502,338139,338139:premise:fra_Latn,premise,False,False,"[""semantic_drift""]","[""semantic_drift""]",RELIABLE_GOLD,0.00026734688435681164,0.9934875965118408,False,MATCH,none
504,338834,338834:premise:fra_Latn,premise,False,False,"[""trivial_copy""]","[""trivial_copy""]",RELIABLE_GOLD,0.9928312301635742,0.9916649460792542,False,MATCH,none
505,338871,338871:premise:fra_Latn,premise,False,False,"[""semantic_drift""]","[""semantic_drift""]",RELIABLE_GOLD,0.5161289572715759,0.995201587677002,False,MATCH,none
506,339401,339401:premise:fra_Latn,premise,False,False,"[""semantic_drift""]","[""semantic_drift""]",RELIABLE_GOLD,0.3392261266708374,0.9997379183769226,False,MATCH,none
507,339454,339454:premise:fra_Latn,premise,False,False,"[""label_flip""]","[""label_flip""]",RELIABLE_GOLD,0.9808783531188965,0.2999144494533539,False,MATCH,none
507,339454,339454:hypothesis:fra_Latn,hypothesis,False,False,"[""semantic_drift""]","[""semantic_drift""]",RELIABLE_GOLD,0.13124988973140717,0.9825490713119507,False,MATCH,none
508,340397,340397:hypothesis:fra_Latn,hypothesis,False,False,"[""trivial_copy""]","[""trivial_copy""]",RELIABLE_GOLD,0.9971388578414917,0.9993459582328796,False,MATCH,none
509,340830,340830:premise:fra_Latn,premise,False,False,"[""semantic_drift"",""label_flip""]","[""semantic_drift"",""label_flip""]",RELIABLE_GOLD,0.0002952157228719443,0.009770754724740982,False,MATCH,none
509,340830,340830:hypothesis:fra_Latn,hypothesis,False,False,"[""semantic_drift"",""label_flip""]","[""semantic_drift"",""label_flip""]",RELIABLE_GOLD,0.02036435157060623,0.10988522320985794,False,MATCH,none
511,341509,341509:premise:fra_Latn,premise,False,False,"[""semantic_drift""]","[""semantic_drift""]",RELIABLE_GOLD,0.011470534838736057,0.9995680451393127,False,MATCH,none
524,349463,349463:premise:fra_Latn,premise,False,False,"[""source_label_disagreement""]","[""source_label_disagreement""]",GOLD_DISAGREEMENT,,,False,MATCH,none
524,349463,349463:hypothesis:fra_Latn,hypothesis,False,False,"[""source_label_disagreement""]","[""source_label_disagreement""]",GOLD_DISAGREEMENT,,,False,MATCH,none
527,350537,350537:premise:fra_Latn,premise,False,False,"[""source_label_disagreement""]","[""source_label_disagreement""]",GOLD_DISAGREEMENT,,,False,MATCH,none
527,350537,350537:hypothesis:fra_Latn,hypothesis,False,False,"[""source_label_disagreement""]","[""source_label_disagreement""]",GOLD_DISAGREEMENT,,,False,MATCH,none
533,352989,352989:premise:fra_Latn,premise,False,False,"[""source_nli_low_confidence""]","[""source_nli_low_confidence""]",GOLD_LOW_CONFIDENCE,,,False,MATCH,none
533,352989,352989:hypothesis:fra_Latn,hypothesis,False,False,"[""source_nli_low_confidence""]","[""source_nli_low_confidence""]",GOLD_LOW_CONFIDENCE,,,False,MATCH,none
541,358703,358703:premise:fra_Latn,premise,False,False,"[""source_label_disagreement""]","[""source_label_disagreement""]",GOLD_DISAGREEMENT,,,False,MATCH,none
541,358703,358703:hypothesis:fra_Latn,hypothesis,False,False,"[""source_label_disagreement""]","[""source_label_disagreement""]",GOLD_DISAGREEMENT,,,False,MATCH,none
512,341844,341844:hypothesis:fra_Latn,hypothesis,False,False,"[""trivial_copy""]","[""trivial_copy""]",RELIABLE_GOLD,0.9958022236824036,0.9993845224380493,False,MATCH,none
513,342089,342089:hypothesis:fra_Latn,hypothesis,False,False,"[""trivial_copy""]","[""trivial_copy""]",RELIABLE_GOLD,0.9972915053367615,0.9993013143539429,False,MATCH,none
514,342956,342956:premise:fra_Latn,premise,False,False,"[""semantic_drift"",""low_nli_confidence""]","[""generation_truncated"",""semantic_drift"",""low_nli_confidence""]",RELIABLE_GOLD,0.011766402050852776,0.7429851293563843,True,MATCH,none
514,342956,342956:hypothesis:fra_Latn,hypothesis,False,False,"[""semantic_drift""]","[""semantic_drift""]",RELIABLE_GOLD,0.8787874579429626,0.9974316954612732,False,MATCH,none
516,343889,343889:premise:fra_Latn,premise,False,False,"[""semantic_drift"",""label_flip""]","[""semantic_drift"",""label_flip""]",RELIABLE_GOLD,0.00013643827696796507,0.00023205261095426977,False,MATCH,none
516,343889,343889:hypothesis:fra_Latn,hypothesis,False,False,"[""trivial_copy""]","[""trivial_copy""]",RELIABLE_GOLD,0.9981568455696106,0.9960468411445618,False,MATCH,none
517,344181,344181:premise:fra_Latn,premise,False,False,"[""semantic_drift""]","[""semantic_drift""]",RELIABLE_GOLD,0.19108401238918304,0.9989832043647766,False,MATCH,none
517,344181,344181:hypothesis:fra_Latn,hypothesis,False,False,"[""trivial_copy""]","[""trivial_copy""]",RELIABLE_GOLD,0.9968200922012329,0.9988605976104736,False,MATCH,none
518,344451,344451:hypothesis:fra_Latn,hypothesis,False,False,"[""semantic_drift""]","[""semantic_drift""]",RELIABLE_GOLD,0.1406022608280182,0.9907604455947876,False,MATCH,none
520,344964,344964:hypothesis:fra_Latn,hypothesis,False,False,"[""semantic_drift""]","[""semantic_drift""]",RELIABLE_GOLD,0.00016039481852203608,0.9994853734970093,False,MATCH,none
521,346374,346374:premise:fra_Latn,premise,False,False,"[""semantic_drift"",""numeric_value_changed""]","[""numeric_value_changed"",""semantic_drift""]",RELIABLE_GOLD,0.023720720782876015,0.9992979764938354,False,MATCH,none
523,349312,349312:hypothesis:fra_Latn,hypothesis,False,False,"[""trivial_copy""]","[""trivial_copy""]",RELIABLE_GOLD,0.9980352520942688,0.9989191293716431,False,MATCH,none
525,349723,349723:hypothesis:fra_Latn,hypothesis,False,False,"[""semantic_drift""]","[""semantic_drift""]",RELIABLE_GOLD,0.0001297050912398845,0.9788368344306946,False,MATCH,none
526,350091,350091:premise:fra_Latn,premise,False,False,"[""semantic_drift""]","[""semantic_drift""]",RELIABLE_GOLD,0.0015895282849669456,0.9926804900169373,False,MATCH,none
526,350091,350091:hypothesis:fra_Latn,hypothesis,False,False,"[""trivial_copy""]","[""trivial_copy""]",RELIABLE_GOLD,0.9949283599853516,0.9834451079368591,False,MATCH,none
528,351322,351322:premise:fra_Latn,premise,False,False,"[""numeric_value_changed""]","[""numeric_value_changed""]",RELIABLE_GOLD,0.9851307272911072,0.9997085928916931,False,MATCH,none
528,351322,351322:hypothesis:fra_Latn,hypothesis,False,False,"[""semantic_drift""]","[""semantic_drift""]",RELIABLE_GOLD,0.03330496698617935,0.9988497495651245,False,MATCH,none
529,351356,351356:premise:fra_Latn,premise,False,False,"[""semantic_drift""]","[""semantic_drift""]",RELIABLE_GOLD,0.01924566738307476,0.9947388768196106,False,MATCH,none
529,351356,351356:hypothesis:fra_Latn,hypothesis,False,False,"[""semantic_drift""]","[""semantic_drift""]",RELIABLE_GOLD,0.5348758101463318,0.9804392457008362,False,MATCH,none
532,352765,352765:premise:fra_Latn,premise,False,False,"[""semantic_drift""]","[""semantic_drift""]",RELIABLE_GOLD,0.02721257507801056,0.9937365055084229,False,MATCH,none
534,353921,353921:premise:fra_Latn,premise,False,False,"[""semantic_drift""]","[""semantic_drift""]",RELIABLE_GOLD,0.7758718729019165,0.9993069171905518,False,MATCH,none
536,355209,355209:hypothesis:fra_Latn,hypothesis,False,False,"[""semantic_drift""]","[""semantic_drift""]",RELIABLE_GOLD,0.00018160781473852694,0.9994526505470276,False,MATCH,none
538,356013,356013:hypothesis:fra_Latn,hypothesis,False,False,"[""low_nli_confidence""]","[""low_nli_confidence""]",RELIABLE_GOLD,0.9927089214324951,0.6365990042686462,False,MATCH,none
540,357578,357578:premise:fra_Latn,premise,False,False,"[""semantic_drift""]","[""semantic_drift""]",RELIABLE_GOLD,0.1626119464635849,0.9995948672294617,False,MATCH,none
544,359675,359675:premise:fra_Latn,premise,False,False,"[""source_label_disagreement""]","[""source_label_disagreement""]",GOLD_DISAGREEMENT,,,False,MATCH,none
544,359675,359675:hypothesis:fra_Latn,hypothesis,False,False,"[""source_label_disagreement""]","[""source_label_disagreement""]",GOLD_DISAGREEMENT,,,False,MATCH,none
556,369541,369541:premise:fra_Latn,premise,False,False,"[""source_label_disagreement""]","[""source_label_disagreement""]",GOLD_DISAGREEMENT,,,False,MATCH,none
556,369541,369541:hypothesis:fra_Latn,hypothesis,False,False,"[""source_label_disagreement""]","[""source_label_disagreement""]",GOLD_DISAGREEMENT,,,False,MATCH,none
557,369982,369982:premise:fra_Latn,premise,False,False,"[""source_nli_low_confidence""]","[""source_nli_low_confidence""]",GOLD_LOW_CONFIDENCE,,,False,MATCH,none
557,369982,369982:hypothesis:fra_Latn,hypothesis,False,False,"[""source_nli_low_confidence""]","[""source_nli_low_confidence""]",GOLD_LOW_CONFIDENCE,,,False,MATCH,none
558,371082,371082:premise:fra_Latn,premise,False,False,"[""source_nli_low_confidence""]","[""source_nli_low_confidence""]",GOLD_LOW_CONFIDENCE,,,False,MATCH,none
558,371082,371082:hypothesis:fra_Latn,hypothesis,False,False,"[""source_nli_low_confidence""]","[""source_nli_low_confidence""]",GOLD_LOW_CONFIDENCE,,,False,MATCH,none
559,371632,371632:premise:fra_Latn,premise,False,False,"[""source_nli_low_confidence""]","[""source_nli_low_confidence""]",GOLD_LOW_CONFIDENCE,,,False,MATCH,none
559,371632,371632:hypothesis:fra_Latn,hypothesis,False,False,"[""source_nli_low_confidence""]","[""source_nli_low_confidence""]",GOLD_LOW_CONFIDENCE,,,False,MATCH,none
564,374215,374215:premise:fra_Latn,premise,False,False,"[""source_label_disagreement""]","[""source_label_disagreement""]",GOLD_DISAGREEMENT,,,False,MATCH,none
564,374215,374215:hypothesis:fra_Latn,hypothesis,False,False,"[""source_label_disagreement""]","[""source_label_disagreement""]",GOLD_DISAGREEMENT,,,False,MATCH,none
566,374679,374679:premise:fra_Latn,premise,False,False,"[""source_label_disagreement""]","[""source_label_disagreement""]",GOLD_DISAGREEMENT,,,False,MATCH,none
566,374679,374679:hypothesis:fra_Latn,hypothesis,False,False,"[""source_label_disagreement""]","[""source_label_disagreement""]",GOLD_DISAGREEMENT,,,False,MATCH,none
546,360709,360709:premise:fra_Latn,premise,False,False,"[""semantic_drift""]","[""semantic_drift""]",RELIABLE_GOLD,0.023143690079450607,0.9981277585029602,False,MATCH,none
546,360709,360709:hypothesis:fra_Latn,hypothesis,False,False,"[""trivial_copy""]","[""trivial_copy""]",RELIABLE_GOLD,0.9963108897209167,0.9982041120529175,False,MATCH,none
548,361621,361621:premise:fra_Latn,premise,False,False,"[""label_flip""]","[""label_flip""]",RELIABLE_GOLD,0.9593701362609863,0.009680444374680519,False,MATCH,none
548,361621,361621:hypothesis:fra_Latn,hypothesis,False,False,"[""trivial_copy""]","[""trivial_copy""]",RELIABLE_GOLD,0.9971826076507568,0.9944227337837219,False,MATCH,none
549,363227,363227:premise:fra_Latn,premise,False,False,"[""trivial_copy""]","[""trivial_copy""]",RELIABLE_GOLD,0.9958735108375549,0.9503093957901001,False,MATCH,none
549,363227,363227:hypothesis:fra_Latn,hypothesis,False,False,"[""trivial_copy""]","[""trivial_copy""]",RELIABLE_GOLD,0.997559666633606,0.9731098413467407,False,MATCH,none
550,364369,364369:hypothesis:fra_Latn,hypothesis,False,False,"[""trivial_copy""]","[""trivial_copy""]",RELIABLE_GOLD,0.9973747730255127,0.9992232322692871,False,MATCH,none
551,364429,364429:hypothesis:fra_Latn,hypothesis,False,False,"[""trivial_copy""]","[""trivial_copy""]",RELIABLE_GOLD,0.995617151260376,0.9358646869659424,False,MATCH,none
555,369396,369396:hypothesis:fra_Latn,hypothesis,False,False,"[""trivial_copy""]","[""trivial_copy""]",RELIABLE_GOLD,0.9971122741699219,0.9935770630836487,False,MATCH,none
561,372611,372611:premise:fra_Latn,premise,False,False,"[""semantic_drift""]","[""semantic_drift""]",RELIABLE_GOLD,0.7073532342910767,0.9943689703941345,False,MATCH,none
562,372919,372919:premise:fra_Latn,premise,False,False,"[""trivial_copy""]","[""trivial_copy""]",RELIABLE_GOLD,0.9959194660186768,0.9944473505020142,False,MATCH,none
563,373879,373879:hypothesis:fra_Latn,hypothesis,False,False,"[""trivial_copy""]","[""trivial_copy""]",RELIABLE_GOLD,0.9970889687538147,0.9996534585952759,False,MATCH,none
565,374596,374596:premise:fra_Latn,premise,False,False,"[""trivial_copy""]","[""trivial_copy""]",RELIABLE_GOLD,0.9960600733757019,0.9979286193847656,False,MATCH,none
565,374596,374596:hypothesis:fra_Latn,hypothesis,False,False,"[""label_flip""]","[""label_flip""]",RELIABLE_GOLD,0.9960249662399292,0.0828697457909584,False,MATCH,none
568,375602,375602:hypothesis:fra_Latn,hypothesis,False,False,"[""semantic_drift""]","[""semantic_drift""]",RELIABLE_GOLD,0.000940103258471936,0.9966323971748352,False,MATCH,none
570,376867,376867:premise:fra_Latn,premise,False,False,"[""semantic_drift""]","[""semantic_drift""]",RELIABLE_GOLD,0.4952601194381714,0.976477324962616,False,MATCH,none
570,376867,376867:hypothesis:fra_Latn,hypothesis,False,False,"[""semantic_drift""]","[""semantic_drift""]",RELIABLE_GOLD,0.5685330033302307,0.976824939250946,False,MATCH,none
571,377799,377799:hypothesis:fra_Latn,hypothesis,False,False,"[""trivial_copy""]","[""trivial_copy""]",RELIABLE_GOLD,0.9962354302406311,0.9964756369590759,False,MATCH,none
572,377914,377914:hypothesis:fra_Latn,hypothesis,False,False,"[""semantic_drift""]","[""semantic_drift""]",RELIABLE_GOLD,0.046648070216178894,0.9960183501243591,False,MATCH,none
575,381415,381415:premise:fra_Latn,premise,False,False,"[""semantic_drift""]","[""semantic_drift""]",RELIABLE_GOLD,0.00310847582295537,0.9617884159088135,False,MATCH,none
575,381415,381415:hypothesis:fra_Latn,hypothesis,False,False,"[""semantic_drift""]","[""semantic_drift""]",RELIABLE_GOLD,0.014766705222427845,0.995854377746582,False,MATCH,none
584,389488,389488:premise:fra_Latn,premise,False,False,"[""source_label_disagreement""]","[""source_label_disagreement""]",GOLD_DISAGREEMENT,,,False,MATCH,none
584,389488,389488:hypothesis:fra_Latn,hypothesis,False,False,"[""source_label_disagreement""]","[""source_label_disagreement""]",GOLD_DISAGREEMENT,,,False,MATCH,none
588,394495,394495:premise:fra_Latn,premise,False,False,"[""source_label_disagreement""]","[""source_label_disagreement""]",GOLD_DISAGREEMENT,,,False,MATCH,none
588,394495,394495:hypothesis:fra_Latn,hypothesis,False,False,"[""source_label_disagreement""]","[""source_label_disagreement""]",GOLD_DISAGREEMENT,,,False,MATCH,none
595,398189,398189:premise:fra_Latn,premise,False,False,"[""source_label_disagreement""]","[""source_label_disagreement""]",GOLD_DISAGREEMENT,,,False,MATCH,none
595,398189,398189:hypothesis:fra_Latn,hypothesis,False,False,"[""source_label_disagreement""]","[""source_label_disagreement""]",GOLD_DISAGREEMENT,,,False,MATCH,none
605,405381,405381:premise:fra_Latn,premise,False,False,"[""source_label_disagreement""]","[""source_label_disagreement""]",GOLD_DISAGREEMENT,,,False,MATCH,none
605,405381,405381:hypothesis:fra_Latn,hypothesis,False,False,"[""source_label_disagreement""]","[""source_label_disagreement""]",GOLD_DISAGREEMENT,,,False,MATCH,none
576,381818,381818:premise:fra_Latn,premise,False,False,"[""trivial_copy""]","[""trivial_copy""]",RELIABLE_GOLD,0.9934098124504089,0.9964345693588257,False,MATCH,none
579,383368,383368:premise:fra_Latn,premise,False,False,"[""semantic_drift""]","[""semantic_drift""]",RELIABLE_GOLD,0.0006111207767389715,0.8033909201622009,False,MATCH,none
579,383368,383368:hypothesis:fra_Latn,hypothesis,False,False,"[""trivial_copy""]","[""trivial_copy""]",RELIABLE_GOLD,0.9954087138175964,0.9444877505302429,False,MATCH,none
581,385656,385656:premise:fra_Latn,premise,False,False,"[""semantic_drift""]","[""semantic_drift""]",RELIABLE_GOLD,0.8701163530349731,0.9992371797561646,False,MATCH,none
581,385656,385656:hypothesis:fra_Latn,hypothesis,False,False,"[""semantic_drift""]","[""semantic_drift""]",RELIABLE_GOLD,0.018148209899663925,0.9888091683387756,False,MATCH,none
582,387067,387067:hypothesis:fra_Latn,hypothesis,False,False,"[""semantic_drift""]","[""semantic_drift""]",RELIABLE_GOLD,0.0008353274897672236,0.9748645424842834,False,MATCH,none
583,388849,388849:premise:fra_Latn,premise,False,False,"[""semantic_drift""]","[""semantic_drift""]",RELIABLE_GOLD,0.29827502369880676,0.999640941619873,False,MATCH,none
585,389577,389577:hypothesis:fra_Latn,hypothesis,False,False,"[""semantic_drift"",""label_flip""]","[""semantic_drift"",""label_flip""]",RELIABLE_GOLD,0.0007080300711095333,0.00026148324832320213,False,MATCH,none
586,390330,390330:premise:fra_Latn,premise,False,False,"[""semantic_drift""]","[""semantic_drift""]",RELIABLE_GOLD,0.03926221281290054,0.999049961566925,False,MATCH,none
591,396067,396067:hypothesis:fra_Latn,hypothesis,False,False,"[""trivial_copy""]","[""trivial_copy""]",RELIABLE_GOLD,0.9952926635742188,0.9967395663261414,False,MATCH,none
593,396554,396554:premise:fra_Latn,premise,False,False,"[""semantic_drift"",""label_flip""]","[""semantic_drift"",""label_flip""]",RELIABLE_GOLD,0.0008137804688885808,0.0009805683512240648,False,MATCH,none
593,396554,396554:hypothesis:fra_Latn,hypothesis,False,False,"[""trivial_copy""]","[""trivial_copy""]",RELIABLE_GOLD,0.9971107244491577,0.8252729177474976,False,MATCH,none
597,399855,399855:hypothesis:fra_Latn,hypothesis,False,False,"[""semantic_drift"",""label_flip""]","[""semantic_drift"",""label_flip""]",RELIABLE_GOLD,0.68727707862854,0.010619518347084522,False,MATCH,none
598,400206,400206:hypothesis:fra_Latn,hypothesis,False,False,"[""semantic_drift""]","[""semantic_drift""]",RELIABLE_GOLD,0.00019660656107589602,0.9989450573921204,False,MATCH,none
599,400731,400731:hypothesis:fra_Latn,hypothesis,False,False,"[""semantic_drift"",""label_flip""]","[""semantic_drift"",""label_flip""]",RELIABLE_GOLD,0.2610834836959839,0.011049571447074413,False,MATCH,none
600,400864,400864:hypothesis:fra_Latn,hypothesis,False,False,"[""label_flip""]","[""label_flip""]",RELIABLE_GOLD,0.9973796606063843,0.375914603471756,False,MATCH,none
602,403554,403554:premise:fra_Latn,premise,False,False,"[""semantic_drift""]","[""semantic_drift""]",RELIABLE_GOLD,8.673829142935574e-05,0.8517856001853943,False,MATCH,none
603,403976,403976:hypothesis:fra_Latn,hypothesis,False,False,"[""trivial_copy""]","[""trivial_copy""]",RELIABLE_GOLD,0.9969527721405029,0.9997472167015076,False,MATCH,none
607,407321,407321:premise:fra_Latn,premise,False,False,"[""trivial_copy""]","[""trivial_copy""]",RELIABLE_GOLD,0.990059494972229,0.9983117580413818,False,MATCH,none
609,412899,412899:premise:fra_Latn,premise,False,False,"[""source_label_disagreement""]","[""source_label_disagreement""]",GOLD_DISAGREEMENT,,,False,MATCH,none
609,412899,412899:hypothesis:fra_Latn,hypothesis,False,False,"[""source_label_disagreement""]","[""source_label_disagreement""]",GOLD_DISAGREEMENT,,,False,MATCH,none
617,420064,420064:premise:fra_Latn,premise,False,False,"[""source_label_disagreement""]","[""source_label_disagreement""]",GOLD_DISAGREEMENT,,,False,MATCH,none
617,420064,420064:hypothesis:fra_Latn,hypothesis,False,False,"[""source_label_disagreement""]","[""source_label_disagreement""]",GOLD_DISAGREEMENT,,,False,MATCH,none
621,423518,423518:premise:fra_Latn,premise,False,False,"[""source_label_disagreement""]","[""source_label_disagreement""]",GOLD_DISAGREEMENT,,,False,MATCH,none
621,423518,423518:hypothesis:fra_Latn,hypothesis,False,False,"[""source_label_disagreement""]","[""source_label_disagreement""]",GOLD_DISAGREEMENT,,,False,MATCH,none
638,436878,436878:premise:fra_Latn,premise,False,False,"[""source_label_disagreement""]","[""source_label_disagreement""]",GOLD_DISAGREEMENT,,,False,MATCH,none
638,436878,436878:hypothesis:fra_Latn,hypothesis,False,False,"[""source_label_disagreement""]","[""source_label_disagreement""]",GOLD_DISAGREEMENT,,,False,MATCH,none
610,413131,413131:hypothesis:fra_Latn,hypothesis,False,False,"[""low_nli_confidence""]","[""low_nli_confidence""]",RELIABLE_GOLD,0.9859960675239563,0.7811066508293152,False,MATCH,none
613,416052,416052:premise:fra_Latn,premise,False,False,"[""semantic_drift""]","[""semantic_drift""]",RELIABLE_GOLD,0.00158750731498003,0.9841920137405396,False,MATCH,none
614,417237,417237:premise:fra_Latn,premise,False,False,"[""trivial_copy""]","[""trivial_copy""]",RELIABLE_GOLD,0.9942564368247986,0.9663259387016296,False,MATCH,none
615,418334,418334:premise:fra_Latn,premise,False,False,"[""low_nli_confidence""]","[""low_nli_confidence""]",RELIABLE_GOLD,0.9845378398895264,0.7376106381416321,False,MATCH,none
615,418334,418334:hypothesis:fra_Latn,hypothesis,False,False,"[""trivial_copy""]","[""trivial_copy""]",RELIABLE_GOLD,0.9978675842285156,0.9950491786003113,False,MATCH,none
623,424612,424612:premise:fra_Latn,premise,False,False,"[""semantic_drift""]","[""semantic_drift""]",RELIABLE_GOLD,0.0006568901590071619,0.999321699142456,False,MATCH,none
623,424612,424612:hypothesis:fra_Latn,hypothesis,False,False,"[""semantic_drift"",""low_nli_confidence""]","[""semantic_drift"",""low_nli_confidence""]",RELIABLE_GOLD,0.7336173057556152,0.7813566327095032,False,MATCH,none
626,426473,426473:premise:fra_Latn,premise,False,False,"[""semantic_drift""]","[""semantic_drift""]",RELIABLE_GOLD,0.009646064601838589,0.9991118311882019,False,MATCH,none
626,426473,426473:hypothesis:fra_Latn,hypothesis,False,False,"[""semantic_drift""]","[""semantic_drift""]",RELIABLE_GOLD,0.3361586630344391,0.9991379976272583,False,MATCH,none
628,426839,426839:hypothesis:fra_Latn,hypothesis,False,False,"[""semantic_drift"",""label_flip""]","[""semantic_drift"",""label_flip""]",RELIABLE_GOLD,0.04854520410299301,0.002748325001448393,False,MATCH,none
629,427833,427833:premise:fra_Latn,premise,False,False,"[""trivial_copy""]","[""trivial_copy""]",RELIABLE_GOLD,0.9697599411010742,0.957714319229126,False,MATCH,none
629,427833,427833:hypothesis:fra_Latn,hypothesis,False,False,"[""semantic_drift""]","[""semantic_drift""]",RELIABLE_GOLD,0.09919925034046173,0.998963475227356,False,MATCH,none
632,430526,430526:hypothesis:fra_Latn,hypothesis,False,False,"[""trivial_copy""]","[""trivial_copy""]",RELIABLE_GOLD,0.9977385997772217,0.9994837045669556,False,MATCH,none
633,431648,431648:premise:fra_Latn,premise,False,False,"[""semantic_drift"",""label_flip""]","[""semantic_drift"",""label_flip""]",RELIABLE_GOLD,0.0014100878033787012,0.0032154174987226725,False,MATCH,none
633,431648,431648:hypothesis:fra_Latn,hypothesis,False,False,"[""trivial_copy""]","[""trivial_copy""]",RELIABLE_GOLD,0.9966579675674438,0.9991962313652039,False,MATCH,none
634,431938,431938:hypothesis:fra_Latn,hypothesis,False,False,"[""trivial_copy""]","[""trivial_copy""]",RELIABLE_GOLD,0.9966869950294495,0.9997377991676331,False,MATCH,none
