input_position,source_index,candidate_id,augmented_field,gold_label,source_nli_status,original_nli_predicted_label,original_nli_gold_probability,translation_performed,original_sentence,back_translated_sentence,semantic_forward,semantic_backward,semantic_min,candidate_nli_predicted_label,candidate_nli_gold_probability,generation_truncated,source_to_pivot_generation_truncated,pivot_to_source_generation_truncated,logical_cue_changes,hard_cue_changes,soft_cue_changes,change_ratio,accepted,reasons,translation_model,translation_model_revision,verifier_model,verifier_model_revision
347,233919,233919:premise:fra_Latn,premise,entailment,GOLD_DISAGREEMENT,neutral,0.4634733200073242,False,A man and a woman kissing while at a show.,A man and a woman kissing while at a show.,,,,None,,False,False,False,[],[],[],,False,"[""source_label_disagreement""]",facebook/nllb-200-distilled-600M,,MoritzLaurer/DeBERTa-v3-base-mnli-fever-anli,6f5cf0a2b59cabb106aca4c287eed12e357e90eb
347,233919,233919:hypothesis:fra_Latn,hypothesis,entailment,GOLD_DISAGREEMENT,neutral,0.4634733200073242,False,A man is attracted to a woman.,A man is attracted to a woman.,,,,None,,False,False,False,[],[],[],,False,"[""source_label_disagreement""]",facebook/nllb-200-distilled-600M,,MoritzLaurer/DeBERTa-v3-base-mnli-fever-anli,6f5cf0a2b59cabb106aca4c287eed12e357e90eb
320,217803,217803:hypothesis:fra_Latn,hypothesis,entailment,RELIABLE_GOLD,entailment,0.9786309003829956,True,People are looking at something.,People are looking at something.,0.9952754974365234,0.9952754974365234,0.9952754974365234,entailment,0.9786309003829956,False,False,False,[],[],[],0.0,False,"[""trivial_copy""]",facebook/nllb-200-distilled-600M,f8d333a098d19b4fd9a8b18f94170487ad3f821d,MoritzLaurer/DeBERTa-v3-base-mnli-fever-anli,6f5cf0a2b59cabb106aca4c287eed12e357e90eb
321,218103,218103:premise:fra_Latn,premise,entailment,RELIABLE_GOLD,entailment,0.9985931515693665,True,A teenage girl wearing a t-shirt and bathing suit bottom jumps into a body of water.,A teenage girl wearing a t-shirt and a swimsuit jumps into a water tank.,0.0028166493866592646,0.9485068917274475,0.0028166493866592646,entailment,0.9983267188072205,False,False,False,[],[],[],0.1923076923076923,False,"[""semantic_drift""]",facebook/nllb-200-distilled-600M,f8d333a098d19b4fd9a8b18f94170487ad3f821d,MoritzLaurer/DeBERTa-v3-base-mnli-fever-anli,6f5cf0a2b59cabb106aca4c287eed12e357e90eb
326,223038,223038:premise:fra_Latn,premise,neutral,RELIABLE_GOLD,neutral,0.9921446442604065,True,A boy in a blue life jacket jumps into the water.,A boy in a blue vest jumps into the water.,0.3479253053665161,0.048541124910116196,0.048541124910116196,neutral,0.9942084550857544,False,False,False,[],[],[],0.1208791208791209,False,"[""semantic_drift""]",facebook/nllb-200-distilled-600M,f8d333a098d19b4fd9a8b18f94170487ad3f821d,MoritzLaurer/DeBERTa-v3-base-mnli-fever-anli,6f5cf0a2b59cabb106aca4c287eed12e357e90eb
328,224071,224071:hypothesis:fra_Latn,hypothesis,contradiction,RELIABLE_GOLD,contradiction,0.9996057152748108,True,Three men riding their motorcycles.,Three men on a bicycle.,0.0002850803139153868,0.00023459777003154159,0.00023459777003154159,contradiction,0.9993797540664673,False,False,False,"[{""group"":""space"",""original"":{},""candidate"":{""on"":1},""field"":""hypothesis""}]",[],"[{""group"":""space"",""original"":{},""candidate"":{""on"":1},""field"":""hypothesis""}]",0.4137931034482759,False,"[""semantic_drift""]",facebook/nllb-200-distilled-600M,f8d333a098d19b4fd9a8b18f94170487ad3f821d,MoritzLaurer/DeBERTa-v3-base-mnli-fever-anli,6f5cf0a2b59cabb106aca4c287eed12e357e90eb
331,226116,226116:hypothesis:fra_Latn,hypothesis,neutral,RELIABLE_GOLD,neutral,0.9838452339172363,True,they just finished shopping,They just finished shopping.,0.9918730854988098,0.9941826462745667,0.9918730854988098,neutral,0.9888272285461426,False,False,False,[],[],[],0.018181818181818188,False,"[""trivial_copy""]",facebook/nllb-200-distilled-600M,f8d333a098d19b4fd9a8b18f94170487ad3f821d,MoritzLaurer/DeBERTa-v3-base-mnli-fever-anli,6f5cf0a2b59cabb106aca4c287eed12e357e90eb
332,226394,226394:premise:fra_Latn,premise,neutral,RELIABLE_GOLD,neutral,0.9641255736351013,True,A black bird in the air with leaves in its mouth.,A black bird in the air with leaves in its mouth.,0.992499053478241,0.992499053478241,0.992499053478241,neutral,0.9641255736351013,False,False,False,[],[],[],0.0,False,"[""trivial_copy""]",facebook/nllb-200-distilled-600M,f8d333a098d19b4fd9a8b18f94170487ad3f821d,MoritzLaurer/DeBERTa-v3-base-mnli-fever-anli,6f5cf0a2b59cabb106aca4c287eed12e357e90eb
332,226394,226394:hypothesis:fra_Latn,hypothesis,neutral,RELIABLE_GOLD,neutral,0.9641255736351013,True,A black bird is making a nest.,A black bird makes a nest.,0.9970006346702576,0.9942926168441772,0.9942926168441772,neutral,0.7695412635803223,False,False,False,[],[],[],0.1428571428571429,False,"[""low_nli_confidence""]",facebook/nllb-200-distilled-600M,f8d333a098d19b4fd9a8b18f94170487ad3f821d,MoritzLaurer/DeBERTa-v3-base-mnli-fever-anli,6f5cf0a2b59cabb106aca4c287eed12e357e90eb
333,226504,226504:hypothesis:fra_Latn,hypothesis,neutral,RELIABLE_GOLD,neutral,0.9831127524375916,True,the child was happy,the child was happy,0.9957276582717896,0.9957276582717896,0.9957276582717896,neutral,0.9831127524375916,False,False,False,[],[],[],0.0,False,"[""trivial_copy""]",facebook/nllb-200-distilled-600M,f8d333a098d19b4fd9a8b18f94170487ad3f821d,MoritzLaurer/DeBERTa-v3-base-mnli-fever-anli,6f5cf0a2b59cabb106aca4c287eed12e357e90eb
335,226981,226981:hypothesis:fra_Latn,hypothesis,entailment,RELIABLE_GOLD,entailment,0.9970670342445374,True,A cafe where two men sit alone.,A cafe where two men are alone.,0.98058021068573,0.784130871295929,0.784130871295929,entailment,0.9964174032211304,False,False,False,[],[],[],0.09677419354838712,False,"[""semantic_drift""]",facebook/nllb-200-distilled-600M,f8d333a098d19b4fd9a8b18f94170487ad3f821d,MoritzLaurer/DeBERTa-v3-base-mnli-fever-anli,6f5cf0a2b59cabb106aca4c287eed12e357e90eb
337,229906,229906:premise:fra_Latn,premise,contradiction,RELIABLE_GOLD,contradiction,0.9996108412742615,True,A dark-skinned security officer smiles.,A black security officer smiles.,0.021215492859482765,0.9894563555717468,0.021215492859482765,contradiction,0.9996132254600525,False,False,False,[],[],[],0.18309859154929575,False,"[""semantic_drift""]",facebook/nllb-200-distilled-600M,f8d333a098d19b4fd9a8b18f94170487ad3f821d,MoritzLaurer/DeBERTa-v3-base-mnli-fever-anli,6f5cf0a2b59cabb106aca4c287eed12e357e90eb
337,229906,229906:hypothesis:fra_Latn,hypothesis,contradiction,RELIABLE_GOLD,contradiction,0.9996108412742615,True,A security officer is angry and scowling.,A security guard is angry and scared.,0.013719785027205944,0.013196277432143688,0.013196277432143688,contradiction,0.9993738532066345,False,False,False,[],[],[],0.2564102564102564,False,"[""semantic_drift""]",facebook/nllb-200-distilled-600M,f8d333a098d19b4fd9a8b18f94170487ad3f821d,MoritzLaurer/DeBERTa-v3-base-mnli-fever-anli,6f5cf0a2b59cabb106aca4c287eed12e357e90eb
338,230044,230044:premise:fra_Latn,premise,neutral,RELIABLE_GOLD,neutral,0.9994099140167236,True,A man with a guitar and a woman with a microphone perform.,A man with a guitar and a woman with a microphone perform.,0.9931135773658752,0.9931135773658752,0.9931135773658752,neutral,0.9994099140167236,False,False,False,[],[],[],0.0,False,"[""trivial_copy""]",facebook/nllb-200-distilled-600M,f8d333a098d19b4fd9a8b18f94170487ad3f821d,MoritzLaurer/DeBERTa-v3-base-mnli-fever-anli,6f5cf0a2b59cabb106aca4c287eed12e357e90eb
339,230599,230599:premise:fra_Latn,premise,contradiction,RELIABLE_GOLD,contradiction,0.999735414981842,True,"Two men are kayaking, one in front of the other.","Two men are kayaking, one in front of the other.",0.9934219717979431,0.9934219717979431,0.9934219717979431,contradiction,0.999735414981842,False,False,False,[],[],[],0.0,False,"[""trivial_copy""]",facebook/nllb-200-distilled-600M,f8d333a098d19b4fd9a8b18f94170487ad3f821d,MoritzLaurer/DeBERTa-v3-base-mnli-fever-anli,6f5cf0a2b59cabb106aca4c287eed12e357e90eb
340,231324,231324:premise:fra_Latn,premise,entailment,RELIABLE_GOLD,entailment,0.9983744621276855,True,A smiling woman with dark hair is sitting at a table.,A smiling woman with black hair is sitting at a table.,0.0017076443182304502,0.9893454909324646,0.0017076443182304502,entailment,0.9983417987823486,False,False,False,[],[],[],0.04672897196261683,False,"[""semantic_drift""]",facebook/nllb-200-distilled-600M,f8d333a098d19b4fd9a8b18f94170487ad3f821d,MoritzLaurer/DeBERTa-v3-base-mnli-fever-anli,6f5cf0a2b59cabb106aca4c287eed12e357e90eb
342,232796,232796:hypothesis:fra_Latn,hypothesis,entailment,RELIABLE_GOLD,entailment,0.997729480266571,True,Two people talking.,Two people talking.,0.9942445158958435,0.9942445158958435,0.9942445158958435,entailment,0.997729480266571,False,False,False,[],[],[],0.0,False,"[""trivial_copy""]",facebook/nllb-200-distilled-600M,f8d333a098d19b4fd9a8b18f94170487ad3f821d,MoritzLaurer/DeBERTa-v3-base-mnli-fever-anli,6f5cf0a2b59cabb106aca4c287eed12e357e90eb
343,232922,232922:premise:fra_Latn,premise,entailment,RELIABLE_GOLD,entailment,0.998066246509552,True,A person standing outside is using an umbrella in the heavy rain.,A person standing outside using an umbrella in the heavy rain.,0.9971823692321777,0.9969346523284912,0.9969346523284912,entailment,0.9977403879165649,False,False,False,[],[],[],0.023622047244094446,False,"[""trivial_copy""]",facebook/nllb-200-distilled-600M,f8d333a098d19b4fd9a8b18f94170487ad3f821d,MoritzLaurer/DeBERTa-v3-base-mnli-fever-anli,6f5cf0a2b59cabb106aca4c287eed12e357e90eb
348,233997,233997:hypothesis:fra_Latn,hypothesis,contradiction,RELIABLE_GOLD,contradiction,0.9994896650314331,True,Child wearing nothing at all standing on a sleigh.,A child who carries nothing standing on a sled.,0.9898305535316467,0.9826257228851318,0.9826257228851318,neutral,0.024500194936990738,False,False,False,"[{""group"":""quantifier"",""original"":{""all"":1},""candidate"":{},""field"":""hypothesis""}]",[],"[{""group"":""quantifier"",""original"":{""all"":1},""candidate"":{},""field"":""hypothesis""}]",0.23711340206185572,False,"[""label_flip""]",facebook/nllb-200-distilled-600M,f8d333a098d19b4fd9a8b18f94170487ad3f821d,MoritzLaurer/DeBERTa-v3-base-mnli-fever-anli,6f5cf0a2b59cabb106aca4c287eed12e357e90eb
349,234990,234990:premise:fra_Latn,premise,neutral,RELIABLE_GOLD,neutral,0.9876989126205444,True,The man in black shorts and a green shirt with the number 25 on the back is about to kick the soccer ball.,The man in black shorts and a green shirt with the number 25 on his back is about to kick the football.,0.9461653232574463,0.8793640732765198,0.8793640732765198,neutral,0.9871794581413269,False,False,False,[],[],[],0.062200956937799035,False,"[""semantic_drift""]",facebook/nllb-200-distilled-600M,f8d333a098d19b4fd9a8b18f94170487ad3f821d,MoritzLaurer/DeBERTa-v3-base-mnli-fever-anli,6f5cf0a2b59cabb106aca4c287eed12e357e90eb
349,234990,234990:hypothesis:fra_Latn,hypothesis,neutral,RELIABLE_GOLD,neutral,0.9876989126205444,True,He is aiming at a goal.,He's aiming for something.,0.9956056475639343,0.9866372346878052,0.9866372346878052,neutral,0.5671296119689941,False,False,False,[],[],[],0.4285714285714286,False,"[""low_nli_confidence""]",facebook/nllb-200-distilled-600M,f8d333a098d19b4fd9a8b18f94170487ad3f821d,MoritzLaurer/DeBERTa-v3-base-mnli-fever-anli,6f5cf0a2b59cabb106aca4c287eed12e357e90eb
350,235554,235554:premise:fra_Latn,premise,neutral,RELIABLE_GOLD,neutral,0.9517473578453064,True,The man in a red shirt just got a rebound in a basketball game.,The man in the red shirt just bounced in a basketball game.,0.9579993486404419,0.862802267074585,0.862802267074585,neutral,0.9441512227058411,False,False,False,[],[],[],0.11475409836065575,False,"[""semantic_drift""]",facebook/nllb-200-distilled-600M,f8d333a098d19b4fd9a8b18f94170487ad3f821d,MoritzLaurer/DeBERTa-v3-base-mnli-fever-anli,6f5cf0a2b59cabb106aca4c287eed12e357e90eb
351,236796,236796:premise:fra_Latn,premise,neutral,RELIABLE_GOLD,neutral,0.9989483952522278,True,"Two dancers performing in the spotlight, on stage.","Two dancers performing in the spotlight, on stage.",0.9941062927246094,0.9941062927246094,0.9941062927246094,neutral,0.9989483952522278,False,False,False,[],[],[],0.0,False,"[""trivial_copy""]",facebook/nllb-200-distilled-600M,f8d333a098d19b4fd9a8b18f94170487ad3f821d,MoritzLaurer/DeBERTa-v3-base-mnli-fever-anli,6f5cf0a2b59cabb106aca4c287eed12e357e90eb
359,244500,244500:premise:fra_Latn,premise,contradiction,GOLD_DISAGREEMENT,neutral,0.0031918000895529985,False,This gentleman just finished a refreshing swim.,This gentleman just finished a refreshing swim.,,,,None,,False,False,False,[],[],[],,False,"[""source_label_disagreement""]",facebook/nllb-200-distilled-600M,,MoritzLaurer/DeBERTa-v3-base-mnli-fever-anli,6f5cf0a2b59cabb106aca4c287eed12e357e90eb
359,244500,244500:hypothesis:fra_Latn,hypothesis,contradiction,GOLD_DISAGREEMENT,neutral,0.0031918000895529985,False,A man is swimming in a pool.,A man is swimming in a pool.,,,,None,,False,False,False,[],[],[],,False,"[""source_label_disagreement""]",facebook/nllb-200-distilled-600M,,MoritzLaurer/DeBERTa-v3-base-mnli-fever-anli,6f5cf0a2b59cabb106aca4c287eed12e357e90eb
362,249816,249816:premise:fra_Latn,premise,contradiction,GOLD_DISAGREEMENT,neutral,0.005688117351382971,False,A young blond-haired boy is going down a red slide.,A young blond-haired boy is going down a red slide.,,,,None,,False,False,False,[],[],[],,False,"[""source_label_disagreement""]",facebook/nllb-200-distilled-600M,,MoritzLaurer/DeBERTa-v3-base-mnli-fever-anli,6f5cf0a2b59cabb106aca4c287eed12e357e90eb
362,249816,249816:hypothesis:fra_Latn,hypothesis,contradiction,GOLD_DISAGREEMENT,neutral,0.005688117351382971,False,a mother shows her kid how to slide,a mother shows her kid how to slide,,,,None,,False,False,False,[],[],[],,False,"[""source_label_disagreement""]",facebook/nllb-200-distilled-600M,,MoritzLaurer/DeBERTa-v3-base-mnli-fever-anli,6f5cf0a2b59cabb106aca4c287eed12e357e90eb
378,261673,261673:premise:fra_Latn,premise,entailment,GOLD_DISAGREEMENT,contradiction,0.011792004108428955,False,A woman is walking by a building labeled Fisher's Popcorn.,A woman is walking by a building labeled Fisher's Popcorn.,,,,None,,False,False,False,[],[],[],,False,"[""source_label_disagreement""]",facebook/nllb-200-distilled-600M,,MoritzLaurer/DeBERTa-v3-base-mnli-fever-anli,6f5cf0a2b59cabb106aca4c287eed12e357e90eb
378,261673,261673:hypothesis:fra_Latn,hypothesis,entailment,GOLD_DISAGREEMENT,contradiction,0.011792004108428955,False,A woman is walking by a popcorn stand,A woman is walking by a popcorn stand,,,,None,,False,False,False,[],[],[],,False,"[""source_label_disagreement""]",facebook/nllb-200-distilled-600M,,MoritzLaurer/DeBERTa-v3-base-mnli-fever-anli,6f5cf0a2b59cabb106aca4c287eed12e357e90eb
382,263526,263526:premise:fra_Latn,premise,contradiction,GOLD_LOW_CONFIDENCE,contradiction,0.5959912538528442,False,A Caucasian male performing a water board trick in a lake with trees in the background.,A Caucasian male performing a water board trick in a lake with trees in the background.,,,,None,,False,False,False,[],[],[],,False,"[""source_nli_low_confidence""]",facebook/nllb-200-distilled-600M,,MoritzLaurer/DeBERTa-v3-base-mnli-fever-anli,6f5cf0a2b59cabb106aca4c287eed12e357e90eb
382,263526,263526:hypothesis:fra_Latn,hypothesis,contradiction,GOLD_LOW_CONFIDENCE,contradiction,0.5959912538528442,False,A guy sitting down beside the water surrounded by trees.,A guy sitting down beside the water surrounded by trees.,,,,None,,False,False,False,[],[],[],,False,"[""source_nli_low_confidence""]",facebook/nllb-200-distilled-600M,,MoritzLaurer/DeBERTa-v3-base-mnli-fever-anli,6f5cf0a2b59cabb106aca4c287eed12e357e90eb
352,237247,237247:premise:fra_Latn,premise,neutral,RELIABLE_GOLD,neutral,0.9985515475273132,True,Two boys are standing in a kitchen.,Two boys are standing in a kitchen.,0.9967644214630127,0.9967644214630127,0.9967644214630127,neutral,0.9985515475273132,False,False,False,[],[],[],0.0,False,"[""trivial_copy""]",facebook/nllb-200-distilled-600M,f8d333a098d19b4fd9a8b18f94170487ad3f821d,MoritzLaurer/DeBERTa-v3-base-mnli-fever-anli,6f5cf0a2b59cabb106aca4c287eed12e357e90eb
352,237247,237247:hypothesis:fra_Latn,hypothesis,neutral,RELIABLE_GOLD,neutral,0.9985515475273132,True,Two boys are inside a house inside a kitchen wearing pink aprons.,Two boys are inside a house inside a kitchen wearing pink upholstery.,0.0016621001996099949,0.004009691067039967,0.0016621001996099949,neutral,0.9915454983711243,False,False,False,[],[],[],0.08955223880597019,False,"[""semantic_drift""]",facebook/nllb-200-distilled-600M,f8d333a098d19b4fd9a8b18f94170487ad3f821d,MoritzLaurer/DeBERTa-v3-base-mnli-fever-anli,6f5cf0a2b59cabb106aca4c287eed12e357e90eb
353,237389,237389:hypothesis:fra_Latn,hypothesis,entailment,RELIABLE_GOLD,entailment,0.9922115802764893,True,two people are in bed,Two people are in bed.,0.9961548447608948,0.9957389831542969,0.9957389831542969,entailment,0.9927622675895691,False,False,False,[],[],[],0.023255813953488413,False,"[""trivial_copy""]",facebook/nllb-200-distilled-600M,f8d333a098d19b4fd9a8b18f94170487ad3f821d,MoritzLaurer/DeBERTa-v3-base-mnli-fever-anli,6f5cf0a2b59cabb106aca4c287eed12e357e90eb
354,238210,238210:premise:fra_Latn,premise,entailment,RELIABLE_GOLD,entailment,0.9970334768295288,True,A bearded man is wearing a redhead scarf and holding a forked green and white branch.,A bearded man wears a scarlet-haired scarf and holds a green and white forked branch.,0.875186562538147,0.9577591419219971,0.875186562538147,entailment,0.9970752000808716,False,False,False,[],[],[],0.23529411764705888,False,"[""semantic_drift""]",facebook/nllb-200-distilled-600M,f8d333a098d19b4fd9a8b18f94170487ad3f821d,MoritzLaurer/DeBERTa-v3-base-mnli-fever-anli,6f5cf0a2b59cabb106aca4c287eed12e357e90eb
357,241686,241686:hypothesis:fra_Latn,hypothesis,contradiction,RELIABLE_GOLD,contradiction,0.9996954202651978,True,A dog is sleeping in the owner's backyard.,A dog sleeps in the owner's garden.,0.0016283607110381126,0.007482659537345171,0.0016283607110381126,contradiction,0.9996762275695801,False,False,False,[],[],[],0.19480519480519476,False,"[""semantic_drift""]",facebook/nllb-200-distilled-600M,f8d333a098d19b4fd9a8b18f94170487ad3f821d,MoritzLaurer/DeBERTa-v3-base-mnli-fever-anli,6f5cf0a2b59cabb106aca4c287eed12e357e90eb
358,243896,243896:premise:fra_Latn,premise,entailment,RELIABLE_GOLD,entailment,0.9922958612442017,True,A woman on a cellphone is sitting in a chair.,A woman on a cell phone is sitting in a chair.,0.9973819851875305,0.9962629675865173,0.9962629675865173,entailment,0.9961993098258972,False,False,False,[],[],[],0.01098901098901095,False,"[""trivial_copy""]",facebook/nllb-200-distilled-600M,f8d333a098d19b4fd9a8b18f94170487ad3f821d,MoritzLaurer/DeBERTa-v3-base-mnli-fever-anli,6f5cf0a2b59cabb106aca4c287eed12e357e90eb
360,246031,246031:hypothesis:fra_Latn,hypothesis,contradiction,RELIABLE_GOLD,contradiction,0.9990297555923462,True,The woman is black.,The woman is black.,0.996522068977356,0.996522068977356,0.996522068977356,contradiction,0.9990297555923462,False,False,False,[],[],[],0.0,False,"[""trivial_copy""]",facebook/nllb-200-distilled-600M,f8d333a098d19b4fd9a8b18f94170487ad3f821d,MoritzLaurer/DeBERTa-v3-base-mnli-fever-anli,6f5cf0a2b59cabb106aca4c287eed12e357e90eb
361,248126,248126:premise:fra_Latn,premise,entailment,RELIABLE_GOLD,entailment,0.9901540875434875,True,"one white little girl, riding on a brown and white saddle which is on top of brown adult horse with black hair, both outside on a sunny day.","A little white girl, riding a brown and white saddle that's on top of a brown adult horse with black hair, both out on a sunny day.",0.9958218336105347,0.9951837658882141,0.9951837658882141,entailment,0.9946696162223816,False,False,False,"[{""group"":""number"",""original"":{""1"":1,""2"":1},""candidate"":{""2"":1},""field"":""premise""},{""group"":""space"",""original"":{""outside"":1,""on"":3},""candidate"":{""on"":2},""field"":""premise""}]","[{""group"":""number"",""original"":{""1"":1,""2"":1},""candidate"":{""2"":1},""field"":""premise""}]","[{""group"":""number"",""original"":{""1"":1,""2"":1},""candidate"":{""2"":1},""field"":""premise""},{""group"":""space"",""original"":{""outside"":1,""on"":3},""candidate"":{""on"":2},""field"":""premise""}]",0.12915129151291516,False,"[""numeric_value_changed""]",facebook/nllb-200-distilled-600M,f8d333a098d19b4fd9a8b18f94170487ad3f821d,MoritzLaurer/DeBERTa-v3-base-mnli-fever-anli,6f5cf0a2b59cabb106aca4c287eed12e357e90eb
363,250993,250993:premise:fra_Latn,premise,entailment,RELIABLE_GOLD,entailment,0.9895715713500977,True,A man walks into a maroon building as a dog looks on.,A man enters a brown building looking at a dog.,0.005849081091582775,0.005074833985418081,0.005074833985418081,entailment,0.9615476727485657,False,False,False,"[{""group"":""space"",""original"":{""on"":1},""candidate"":{},""field"":""premise""}]",[],"[{""group"":""space"",""original"":{""on"":1},""candidate"":{},""field"":""premise""}]",0.36,False,"[""semantic_drift""]",facebook/nllb-200-distilled-600M,f8d333a098d19b4fd9a8b18f94170487ad3f821d,MoritzLaurer/DeBERTa-v3-base-mnli-fever-anli,6f5cf0a2b59cabb106aca4c287eed12e357e90eb
364,251441,251441:premise:fra_Latn,premise,contradiction,RELIABLE_GOLD,contradiction,0.9952608942985535,True,A sign on a store in and urban neighborhood.,A sign on a store in the downtown area.,0.005607666447758675,0.3902645707130432,0.005607666447758675,contradiction,0.992572546005249,False,False,False,[],[],[],0.37349397590361444,False,"[""semantic_drift""]",facebook/nllb-200-distilled-600M,f8d333a098d19b4fd9a8b18f94170487ad3f821d,MoritzLaurer/DeBERTa-v3-base-mnli-fever-anli,6f5cf0a2b59cabb106aca4c287eed12e357e90eb
365,252089,252089:premise:fra_Latn,premise,entailment,RELIABLE_GOLD,entailment,0.9895414710044861,True,"A woman sitting at a desk labeled Programmes and Ice Cream, the stand appears to be out of ice cream.","A woman sitting at a desk labeled ""Programmes and Ice Cream"", the stand seems to be running out of ice.",0.007073413580656052,0.10910206288099289,0.007073413580656052,entailment,0.9423853158950806,False,False,False,[],[],[],0.11764705882352944,False,"[""semantic_drift""]",facebook/nllb-200-distilled-600M,f8d333a098d19b4fd9a8b18f94170487ad3f821d,MoritzLaurer/DeBERTa-v3-base-mnli-fever-anli,6f5cf0a2b59cabb106aca4c287eed12e357e90eb
367,253837,253837:premise:fra_Latn,premise,neutral,RELIABLE_GOLD,neutral,0.9993672966957092,True,A young man in a gray t-shirt and dark pants is mowing a lawn outside a white clapboard building.,A young man in a gray t-shirt and black pants is cutting a lawn in front of a white-plate building.,0.29537031054496765,0.9485325217247009,0.29537031054496765,neutral,0.9994283318519592,False,False,False,"[{""group"":""space"",""original"":{""outside"":1,""in"":1},""candidate"":{""front"":1,""in"":2},""field"":""premise""}]",[],"[{""group"":""space"",""original"":{""outside"":1,""in"":1},""candidate"":{""front"":1,""in"":2},""field"":""premise""}]",0.19387755102040816,False,"[""semantic_drift""]",facebook/nllb-200-distilled-600M,f8d333a098d19b4fd9a8b18f94170487ad3f821d,MoritzLaurer/DeBERTa-v3-base-mnli-fever-anli,6f5cf0a2b59cabb106aca4c287eed12e357e90eb
369,254814,254814:premise:fra_Latn,premise,neutral,RELIABLE_GOLD,neutral,0.9837415218353271,True,A skateboarder performs a trick in front of a business building.,A skateboarder does a thing in front of a business building.,0.9950709342956543,0.09583475440740585,0.09583475440740585,neutral,0.9905084371566772,False,False,False,[],[],[],0.11290322580645162,False,"[""semantic_drift""]",facebook/nllb-200-distilled-600M,f8d333a098d19b4fd9a8b18f94170487ad3f821d,MoritzLaurer/DeBERTa-v3-base-mnli-fever-anli,6f5cf0a2b59cabb106aca4c287eed12e357e90eb
369,254814,254814:hypothesis:fra_Latn,hypothesis,neutral,RELIABLE_GOLD,neutral,0.9837415218353271,True,A skateboarder irritates business people by doing tricks downtown.,A skateboarder irritates business people by taking tours around town.,0.0007166501600295305,0.001217235461808741,0.0007166501600295305,contradiction,0.09703506529331207,False,False,False,[],[],[],0.14074074074074072,False,"[""semantic_drift"",""label_flip""]",facebook/nllb-200-distilled-600M,f8d333a098d19b4fd9a8b18f94170487ad3f821d,MoritzLaurer/DeBERTa-v3-base-mnli-fever-anli,6f5cf0a2b59cabb106aca4c287eed12e357e90eb
370,256030,256030:hypothesis:fra_Latn,hypothesis,contradiction,RELIABLE_GOLD,contradiction,0.9997174143791199,True,The men are inside watching TV.,The men are inside watching TV.,0.9978936314582825,0.9978936314582825,0.9978936314582825,contradiction,0.9997174143791199,False,False,False,[],[],[],0.0,False,"[""trivial_copy""]",facebook/nllb-200-distilled-600M,f8d333a098d19b4fd9a8b18f94170487ad3f821d,MoritzLaurer/DeBERTa-v3-base-mnli-fever-anli,6f5cf0a2b59cabb106aca4c287eed12e357e90eb
372,258168,258168:premise:fra_Latn,premise,neutral,RELIABLE_GOLD,neutral,0.9986109733581543,True,"Two men are swimming in a body of water, near which is an area of land covered in vegetation.",Two men are swimming in a reservoir near which there is a vegetated area of land.,0.001782237901352346,0.9958536624908447,0.001782237901352346,neutral,0.9981656670570374,False,False,False,"[{""group"":""space"",""original"":{""in"":2,""near"":1},""candidate"":{""in"":1,""near"":1},""field"":""premise""}]",[],"[{""group"":""space"",""original"":{""in"":2,""near"":1},""candidate"":{""in"":1,""near"":1},""field"":""premise""}]",0.33333333333333337,False,"[""semantic_drift""]",facebook/nllb-200-distilled-600M,f8d333a098d19b4fd9a8b18f94170487ad3f821d,MoritzLaurer/DeBERTa-v3-base-mnli-fever-anli,6f5cf0a2b59cabb106aca4c287eed12e357e90eb
373,258343,258343:premise:fra_Latn,premise,entailment,RELIABLE_GOLD,entailment,0.9968552589416504,True,A man working on the construction of a large boat.,A man working on a big ship.,0.990748941898346,0.8380929231643677,0.8380929231643677,entailment,0.9920852780342102,False,False,False,[],[],[],0.4358974358974359,False,"[""semantic_drift""]",facebook/nllb-200-distilled-600M,f8d333a098d19b4fd9a8b18f94170487ad3f821d,MoritzLaurer/DeBERTa-v3-base-mnli-fever-anli,6f5cf0a2b59cabb106aca4c287eed12e357e90eb
375,258365,258365:premise:fra_Latn,premise,contradiction,RELIABLE_GOLD,contradiction,0.9980502128601074,True,A woman pushing a shopping cart at a grocery store.,A woman pushing a basket at the grocery store.,0.5885633230209351,0.7604905962944031,0.5885633230209351,contradiction,0.9968516230583191,False,False,False,[],[],[],0.19587628865979378,False,"[""semantic_drift""]",facebook/nllb-200-distilled-600M,f8d333a098d19b4fd9a8b18f94170487ad3f821d,MoritzLaurer/DeBERTa-v3-base-mnli-fever-anli,6f5cf0a2b59cabb106aca4c287eed12e357e90eb
376,259128,259128:premise:fra_Latn,premise,entailment,RELIABLE_GOLD,entailment,0.9862813353538513,True,A greyhound running on a track.,A puppy running on a track.,0.0207107812166214,0.0031610100995749235,0.0031610100995749235,entailment,0.986645519733429,False,False,False,[],[],[],0.2068965517241379,False,"[""semantic_drift""]",facebook/nllb-200-distilled-600M,f8d333a098d19b4fd9a8b18f94170487ad3f821d,MoritzLaurer/DeBERTa-v3-base-mnli-fever-anli,6f5cf0a2b59cabb106aca4c287eed12e357e90eb
