source_index,original_source_index,candidate_id,gold_label,augmented_field,old_accepted,old_reasons,source_nli_status,original_nli_predicted_label,original_nli_gold_probability,semantic_min,candidate_nli_predicted_label,candidate_nli_gold_probability,nli_gold_probability_delta,old_hard_cue_changes,v2_accepted,v2_reasons,decision_change,normalization_category,original_premise,original_hypothesis,augmented_premise,augmented_hypothesis,original_sentence,back_translated_sentence,semantic_forward_entailment,semantic_backward_entailment,soft_cue_changes,change_ratio
649,443307,649:premise:fra_Latn,neutral,premise,True,[],RELIABLE_GOLD,neutral,0.9994198083877563,0.996085524559021,neutral,0.9991670846939087,-0.00025272369384765625,[],True,[],KEEP_ACCEPTED,other cue,"In a tilted picture, two boys in a poor country run towards a doorway.",Two boys wearing blue run toward a doorway in a picture.,"In a slanted image, two young men from a poor country run to a door.",Two boys wearing blue run toward a doorway in a picture.,"In a tilted picture, two boys in a poor country run towards a doorway.","In a slanted image, two young men from a poor country run to a door.",0.9964704513549805,0.996085524559021,"[{""group"":""space"",""original"":{""in"":2},""candidate"":{""in"":1},""field"":""premise""}]",0.26086956521739135
650,445694,650:hypothesis:fra_Latn,neutral,hypothesis,True,[],RELIABLE_GOLD,neutral,0.9665780663490295,0.9953463673591614,neutral,0.9513978362083435,-0.015180230140686035,[],True,[],KEEP_ACCEPTED,other cue,A person riding a horse trying to rope a calf that is running from them.,A person is competing at a rodeo.,A person riding a horse trying to rope a calf that is running from them.,A person is competing in a rodeo.,A person is competing at a rodeo.,A person is competing in a rodeo.,0.9953463673591614,0.9959782361984253,"[{""group"":""space"",""original"":{},""candidate"":{""in"":1},""field"":""hypothesis""}]",0.06060606060606055
650,445694,650:premise:fra_Latn,neutral,premise,True,[],RELIABLE_GOLD,neutral,0.9665780663490295,0.9959956407546997,neutral,0.876724123954773,-0.08985394239425659,[],True,[],KEEP_ACCEPTED,other cue,A person riding a horse trying to rope a calf that is running from them.,A person is competing at a rodeo.,A person on a horse trying to tie up a calf that runs away.,A person is competing at a rodeo.,A person riding a horse trying to rope a calf that is running from them.,A person on a horse trying to tie up a calf that runs away.,0.9973955154418945,0.9959956407546997,"[{""group"":""space"",""original"":{},""candidate"":{""on"":1},""field"":""premise""}]",0.26717557251908397
651,445900,651:hypothesis:fra_Latn,entailment,hypothesis,True,[],RELIABLE_GOLD,entailment,0.9962111711502075,0.9945595860481262,entailment,0.9931203126907349,-0.0030908584594726562,[],True,[],KEEP_ACCEPTED,other cue,Several men are tinkering with radio controlled items.,Some people are maneuvering radio controlled gadgets.,Several men are tinkering with radio controlled items.,Some people operate controlled radio gadgets.,Some people are maneuvering radio controlled gadgets.,Some people operate controlled radio gadgets.,0.9945595860481262,0.995043158531189,[],0.2857142857142857
651,445900,651:premise:fra_Latn,entailment,premise,False,"[""semantic_drift""]",RELIABLE_GOLD,entailment,0.9962111711502075,0.3502925634384155,entailment,0.9930279850959778,-0.0031831860542297363,[],False,"[""semantic_drift""]",KEEP_REJECTED,other cue,Several men are tinkering with radio controlled items.,Some people are maneuvering radio controlled gadgets.,Several men are handling radio-controlled objects.,Some people are maneuvering radio controlled gadgets.,Several men are tinkering with radio controlled items.,Several men are handling radio-controlled objects.,0.9966025352478027,0.3502925634384155,[],0.23076923076923073
652,446052,652:hypothesis:fra_Latn,entailment,hypothesis,False,"[""trivial_copy""]",RELIABLE_GOLD,entailment,0.9937751293182373,0.9980011582374573,entailment,0.9937751293182373,0.0,[],False,"[""trivial_copy""]",KEEP_REJECTED,other cue,A man on a white surfboard in the ocean riding the waves.,A surfer is standing on his board in the water.,A man on a white surfboard in the ocean riding the waves.,A surfer is standing on his board in the water.,A surfer is standing on his board in the water.,A surfer is standing on his board in the water.,0.9980011582374573,0.9980011582374573,[],0.0
652,446052,652:premise:fra_Latn,entailment,premise,False,"[""trivial_copy""]",RELIABLE_GOLD,entailment,0.9937751293182373,0.9909810423851013,entailment,0.9880727529525757,-0.005702376365661621,[],False,"[""trivial_copy""]",KEEP_REJECTED,other cue,A man on a white surfboard in the ocean riding the waves.,A surfer is standing on his board in the water.,A man on a white surfboard in the ocean riding on the waves.,A surfer is standing on his board in the water.,A man on a white surfboard in the ocean riding the waves.,A man on a white surfboard in the ocean riding on the waves.,0.9909810423851013,0.9937068819999695,"[{""group"":""space"",""original"":{""on"":1,""in"":1},""candidate"":{""on"":2,""in"":1},""field"":""premise""}]",0.02564102564102566
653,447248,653:hypothesis:fra_Latn,entailment,hypothesis,False,"[""trivial_copy""]",RELIABLE_GOLD,entailment,0.8958956003189087,0.9967899918556213,entailment,0.8958956003189087,0.0,[],False,"[""trivial_copy""]",KEEP_REJECTED,other cue,An Asian man makes calligraphy on a green table with newspaper on it.,A man is drawing.,An Asian man makes calligraphy on a green table with newspaper on it.,A man is drawing.,A man is drawing.,A man is drawing.,0.9967899918556213,0.9967899918556213,[],0.0
653,447248,653:premise:fra_Latn,entailment,premise,True,[],RELIABLE_GOLD,entailment,0.8958956003189087,0.9977184534072876,entailment,0.9053764343261719,0.009480834007263184,[],True,[],KEEP_ACCEPTED,other cue,An Asian man makes calligraphy on a green table with newspaper on it.,A man is drawing.,An Asian guy is doing calligraphy on a green table with a newspaper on it.,A man is drawing.,An Asian man makes calligraphy on a green table with newspaper on it.,An Asian guy is doing calligraphy on a green table with a newspaper on it.,0.9977184534072876,0.9977251887321472,[],0.14685314685314688
654,448081,654:hypothesis:fra_Latn,neutral,hypothesis,False,"[""label_flip""]",GOLD_DISAGREEMENT,contradiction,0.0010648334864526987,0.9935959577560425,contradiction,0.0009154833969660103,-0.00014935008948668838,[],False,"[""source_label_disagreement""]",KEEP_REJECTED,other cue,There is a husband and wife outside of a small shop taking pictures of a baby camel.,The baby camel is inside of the shop.,There is a husband and wife outside of a small shop taking pictures of a baby camel.,The baby camel is inside the store.,The baby camel is inside of the shop.,The baby camel is inside the store.,0.9963551759719849,0.9935959577560425,[],0.11111111111111116
654,448081,654:premise:fra_Latn,neutral,premise,False,"[""label_flip""]",GOLD_DISAGREEMENT,contradiction,0.0010648334864526987,0.9920502305030823,contradiction,0.0011273958953097463,6.256240885704756e-05,[],False,"[""source_label_disagreement""]",KEEP_REJECTED,other cue,There is a husband and wife outside of a small shop taking pictures of a baby camel.,The baby camel is inside of the shop.,There's a husband and wife outside a small shop taking pictures of a camel baby.,The baby camel is inside of the shop.,There is a husband and wife outside of a small shop taking pictures of a baby camel.,There's a husband and wife outside a small shop taking pictures of a camel baby.,0.993065595626831,0.9920502305030823,[],0.09756097560975607
655,448093,655:hypothesis:fra_Latn,entailment,hypothesis,True,[],RELIABLE_GOLD,entailment,0.996647298336029,0.9604913592338562,entailment,0.9665510654449463,-0.030096232891082764,[],True,[],KEEP_ACCEPTED,other cue,"A security guard stands by a metal, lighted sculpture.",A person guards a sculpture.,"A security guard stands by a metal, lighted sculpture.",A person keeps a sculpture.,A person guards a sculpture.,A person keeps a sculpture.,0.9924302697181702,0.9604913592338562,[],0.1636363636363637
655,448093,655:premise:fra_Latn,entailment,premise,True,[],RELIABLE_GOLD,entailment,0.996647298336029,0.9680427312850952,entailment,0.9952267408370972,-0.0014205574989318848,[],True,[],KEEP_ACCEPTED,other cue,"A security guard stands by a metal, lighted sculpture.",A person guards a sculpture.,A security guard stands near a burning metal sculpture.,A person guards a sculpture.,"A security guard stands by a metal, lighted sculpture.",A security guard stands near a burning metal sculpture.,0.9680427312850952,0.9949285984039307,"[{""group"":""space"",""original"":{},""candidate"":{""near"":1},""field"":""premise""}]",0.21100917431192656
656,448470,656:hypothesis:fra_Latn,neutral,hypothesis,False,"[""semantic_drift"",""label_flip""]",GOLD_DISAGREEMENT,entailment,0.3759438097476959,0.018405288457870483,contradiction,0.00611096853390336,-0.36983284121379256,[],False,"[""source_label_disagreement""]",KEEP_REJECTED,other cue,A man wearing a helmet has his hand up in the air and is shouting in a similar way the crowd behind his doing.,A man leads others in a chant.,A man wearing a helmet has his hand up in the air and is shouting in a similar way the crowd behind his doing.,A man leads the others in a song.,A man leads others in a chant.,A man leads the others in a song.,0.04603265970945358,0.018405288457870483,[],0.17460317460317465
656,448470,656:premise:fra_Latn,neutral,premise,False,"[""label_flip""]",GOLD_DISAGREEMENT,entailment,0.3759438097476959,0.9939196109771729,entailment,0.19578514993190765,-0.18015865981578827,[],False,"[""source_label_disagreement""]",KEEP_REJECTED,other cue,A man wearing a helmet has his hand up in the air and is shouting in a similar way the crowd behind his doing.,A man leads others in a chant.,A man wearing a helmet raised his hand and shouted the same way to the crowd behind him.,A man leads others in a chant.,A man wearing a helmet has his hand up in the air and is shouting in a similar way the crowd behind his doing.,A man wearing a helmet raised his hand and shouted the same way to the crowd behind him.,0.9949836730957031,0.9939196109771729,"[{""group"":""space"",""original"":{""in"":2,""behind"":1},""candidate"":{""behind"":1},""field"":""premise""}]",0.26262626262626265
657,448551,657:hypothesis:fra_Latn,neutral,hypothesis,False,"[""label_flip""]",GOLD_DISAGREEMENT,contradiction,0.0026514967903494835,0.9769207239151001,contradiction,0.003973330371081829,0.0013218335807323456,[],False,"[""source_label_disagreement""]",KEEP_REJECTED,other cue,The bull is running with a yellow fence behind him.,A bull is running through an open field chasing a cow.,The bull is running with a yellow fence behind him.,A bull runs through an open field to hunt a cow.,A bull is running through an open field chasing a cow.,A bull runs through an open field to hunt a cow.,0.9769207239151001,0.9934145212173462,[],0.17647058823529416
657,448551,657:premise:fra_Latn,neutral,premise,False,"[""label_flip""]",GOLD_DISAGREEMENT,contradiction,0.0026514967903494835,0.9816581010818481,contradiction,0.0019518908811733127,-0.0006996059091761708,[],False,"[""source_label_disagreement""]",KEEP_REJECTED,other cue,The bull is running with a yellow fence behind him.,A bull is running through an open field chasing a cow.,The bull runs with a yellow fence behind it.,A bull is running through an open field chasing a cow.,The bull is running with a yellow fence behind him.,The bull runs with a yellow fence behind it.,0.9816581010818481,0.9928431510925293,[],0.11578947368421055
658,449726,658:hypothesis:fra_Latn,contradiction,hypothesis,False,"[""trivial_copy""]",RELIABLE_GOLD,contradiction,0.9988306164741516,0.995940089225769,contradiction,0.9988306164741516,0.0,[],False,"[""trivial_copy""]",KEEP_REJECTED,other cue,Two young blond-haired children are laying in their sleeping bags.,Their hair is red.,Two young blond-haired children are laying in their sleeping bags.,Their hair is red.,Their hair is red.,Their hair is red.,0.995940089225769,0.995940089225769,[],0.0
658,449726,658:premise:fra_Latn,contradiction,premise,False,"[""trivial_copy""]",RELIABLE_GOLD,contradiction,0.9988306164741516,0.9966945648193359,contradiction,0.9988407492637634,1.0132789611816406e-05,[],False,"[""trivial_copy""]",KEEP_REJECTED,other cue,Two young blond-haired children are laying in their sleeping bags.,Their hair is red.,Two young blond-haired children are lying in their sleeping bags.,Their hair is red.,Two young blond-haired children are laying in their sleeping bags.,Two young blond-haired children are lying in their sleeping bags.,0.9966945648193359,0.9976955056190491,[],0.007633587786259555
659,450435,659:hypothesis:fra_Latn,neutral,hypothesis,False,"[""semantic_drift""]",RELIABLE_GOLD,neutral,0.9985629916191101,0.005872607231140137,neutral,0.9984880685806274,-7.492303848266602e-05,[],False,"[""semantic_drift""]",KEEP_REJECTED,other cue,People ordering food from a lunch cart outside.,The lunch cart is mexican food.,People ordering food from a lunch cart outside.,The basket is Mexican food.,The lunch cart is mexican food.,The basket is Mexican food.,0.984822154045105,0.005872607231140137,[],0.2068965517241379
659,450435,659:premise:fra_Latn,neutral,premise,False,"[""semantic_drift""]",RELIABLE_GOLD,neutral,0.9985629916191101,0.0033871678169816732,neutral,0.9973959922790527,-0.001166999340057373,[],False,"[""semantic_drift""]",KEEP_REJECTED,other cue,People ordering food from a lunch cart outside.,The lunch cart is mexican food.,People order food in a basket outside.,The lunch cart is mexican food.,People ordering food from a lunch cart outside.,People order food in a basket outside.,0.8548594117164612,0.0033871678169816732,"[{""group"":""space"",""original"":{""outside"":1},""candidate"":{""in"":1,""outside"":1},""field"":""premise""}]",0.24705882352941178
660,450767,660:hypothesis:fra_Latn,contradiction,hypothesis,False,"[""hard_cue_changed"",""semantic_drift"",""label_flip""]",GOLD_DISAGREEMENT,neutral,0.04492338374257088,0.02171463891863823,neutral,0.003009438281878829,-0.04191394546069205,"[{""group"":""number"",""original"":{""3"":1},""candidate"":{""three"":1},""field"":""hypothesis""}]",False,"[""source_label_disagreement""]",KEEP_REJECTED,number normalization,A young woman dances to the delight of a group of children.,A woman is holding 3 children.,A young woman dances to the delight of a group of children.,A woman has three children.,A woman is holding 3 children.,A woman has three children.,0.9453848600387573,0.02171463891863823,[],0.26315789473684215
660,450767,660:premise:fra_Latn,contradiction,premise,False,"[""label_flip""]",GOLD_DISAGREEMENT,neutral,0.04492338374257088,0.9959540367126465,neutral,0.07707899808883667,0.03215561434626579,[],False,"[""source_label_disagreement""]",KEEP_REJECTED,other cue,A young woman dances to the delight of a group of children.,A woman is holding 3 children.,A young woman dances for the pleasure of a group of children.,A woman is holding 3 children.,A young woman dances to the delight of a group of children.,A young woman dances for the pleasure of a group of children.,0.9968204498291016,0.9959540367126465,[],0.1333333333333333
661,450897,661:hypothesis:fra_Latn,contradiction,hypothesis,True,[],RELIABLE_GOLD,contradiction,0.9969047904014587,0.9977641105651855,contradiction,0.9989845156669617,0.0020797252655029297,[],True,[],KEEP_ACCEPTED,other cue,A chef is preparing some food.,In the kitchen the man washes dishes.,A chef is preparing some food.,"In the kitchen, the man washes the dishes.",In the kitchen the man washes dishes.,"In the kitchen, the man washes the dishes.",0.9977641105651855,0.9981822967529297,[],0.06329113924050633
661,450897,661:premise:fra_Latn,contradiction,premise,True,[],RELIABLE_GOLD,contradiction,0.9969047904014587,0.9954066276550293,contradiction,0.999014139175415,0.002109348773956299,[],True,[],KEEP_ACCEPTED,other cue,A chef is preparing some food.,In the kitchen the man washes dishes.,A chef cooks food.,In the kitchen the man washes dishes.,A chef is preparing some food.,A chef cooks food.,0.9965488314628601,0.9954066276550293,"[{""group"":""quantifier"",""original"":{""some"":1},""candidate"":{},""field"":""premise""}]",0.41666666666666663
662,450940,662:hypothesis:fra_Latn,neutral,hypothesis,False,"[""trivial_copy"",""label_flip""]",GOLD_DISAGREEMENT,entailment,0.040212780237197876,0.9968292117118835,entailment,0.04021279141306877,1.1175870895385742e-08,[],False,"[""source_label_disagreement""]",KEEP_REJECTED,other cue,A boy in a sports uniform chasing a soccer ball,A boy is playing.,A boy in a sports uniform chasing a soccer ball,A boy is playing.,A boy is playing.,A boy is playing.,0.9968292117118835,0.9968292117118835,[],0.0
662,450940,662:premise:fra_Latn,neutral,premise,False,"[""semantic_drift"",""label_flip""]",GOLD_DISAGREEMENT,entailment,0.040212780237197876,0.005747403018176556,entailment,0.11436805874109268,0.0741552785038948,[],False,"[""source_label_disagreement""]",KEEP_REJECTED,other cue,A boy in a sports uniform chasing a soccer ball,A boy is playing.,A boy in sports uniform chasing a football,A boy is playing.,A boy in a sports uniform chasing a soccer ball,A boy in sports uniform chasing a football,0.005747403018176556,0.011424372904002666,[],0.1235955056179775
663,452118,663:hypothesis:fra_Latn,entailment,hypothesis,True,[],GOLD_LOW_CONFIDENCE,entailment,0.5267757773399353,0.9913668036460876,entailment,0.9761427044868469,0.4493669271469116,[],False,"[""source_nli_low_confidence""]",NEWLY_REJECTED,other cue,Two men play the guitar while on a boat.,Two men on a boat play their guitars together.,Two men play the guitar while on a boat.,Two men in a boat playing guitar together.,Two men on a boat play their guitars together.,Two men in a boat playing guitar together.,0.9968963861465454,0.9913668036460876,"[{""group"":""space"",""original"":{""on"":1},""candidate"":{""in"":1},""field"":""hypothesis""}]",0.11363636363636365
663,452118,663:premise:fra_Latn,entailment,premise,False,"[""low_nli_confidence""]",GOLD_LOW_CONFIDENCE,entailment,0.5267757773399353,0.9962298274040222,entailment,0.5572947859764099,0.03051900863647461,[],False,"[""source_nli_low_confidence""]",KEEP_REJECTED,other cue,Two men play the guitar while on a boat.,Two men on a boat play their guitars together.,Two men playing guitar on a boat.,Two men on a boat play their guitars together.,Two men play the guitar while on a boat.,Two men playing guitar on a boat.,0.9969612956047058,0.9962298274040222,[],0.17808219178082196
664,453097,664:hypothesis:fra_Latn,neutral,hypothesis,True,[],RELIABLE_GOLD,neutral,0.9975109100341797,0.9935718774795532,neutral,0.9947739243507385,-0.002736985683441162,[],True,[],KEEP_ACCEPTED,other cue,A group of people are running a race.,The people are almost to the finish line.,A group of people are running a race.,People are almost at the finish line.,The people are almost to the finish line.,People are almost at the finish line.,0.9966778755187988,0.9935718774795532,[],0.07692307692307687
664,453097,664:premise:fra_Latn,neutral,premise,False,"[""semantic_drift""]",RELIABLE_GOLD,neutral,0.9975109100341797,0.02200957015156746,neutral,0.9983640313148499,0.000853121280670166,[],False,"[""semantic_drift""]",KEEP_REJECTED,other cue,A group of people are running a race.,The people are almost to the finish line.,There's a group of people running.,The people are almost to the finish line.,A group of people are running a race.,There's a group of people running.,0.998451828956604,0.02200957015156746,[],0.2676056338028169
665,455935,665:hypothesis:fra_Latn,neutral,hypothesis,False,"[""trivial_copy"",""low_nli_confidence""]",GOLD_LOW_CONFIDENCE,neutral,0.6307600736618042,0.9966609477996826,neutral,0.6307600736618042,0.0,[],False,"[""source_nli_low_confidence""]",KEEP_REJECTED,other cue,A man wearing orange reflective clothing and a red hard hat shovels watery mud next to a low cement wall.,The man is a repairman.,A man wearing orange reflective clothing and a red hard hat shovels watery mud next to a low cement wall.,The man is a repairman.,The man is a repairman.,The man is a repairman.,0.9966609477996826,0.9966609477996826,[],0.0
665,455935,665:premise:fra_Latn,neutral,premise,False,"[""semantic_drift""]",GOLD_LOW_CONFIDENCE,neutral,0.6307600736618042,0.0005088726757094264,neutral,0.9986701011657715,0.3679100275039673,[],False,"[""source_nli_low_confidence""]",KEEP_REJECTED,other cue,A man wearing orange reflective clothing and a red hard hat shovels watery mud next to a low cement wall.,The man is a repairman.,"A man wearing a purple robe and a red hat, splashing mud by a concrete wall.",The man is a repairman.,A man wearing orange reflective clothing and a red hard hat shovels watery mud next to a low cement wall.,"A man wearing a purple robe and a red hat, splashing mud by a concrete wall.",0.0005088726757094264,0.0786777213215828,[],0.4033149171270718
666,456117,666:hypothesis:fra_Latn,neutral,hypothesis,False,"[""trivial_copy""]",RELIABLE_GOLD,neutral,0.9936884045600891,0.996189534664154,neutral,0.9804471731185913,-0.013241231441497803,[],False,"[""trivial_copy""]",KEEP_REJECTED,other cue,Three women in a hospital.,the skateboard was black,Three women in a hospital.,The skateboard was black.,the skateboard was black,The skateboard was black.,0.996189534664154,0.9974082112312317,[],0.020408163265306145
666,456117,666:premise:fra_Latn,neutral,premise,False,"[""trivial_copy""]",RELIABLE_GOLD,neutral,0.9936884045600891,0.9936186075210571,neutral,0.9936884045600891,0.0,[],False,"[""trivial_copy""]",KEEP_REJECTED,other cue,Three women in a hospital.,the skateboard was black,Three women in a hospital.,the skateboard was black,Three women in a hospital.,Three women in a hospital.,0.9936186075210571,0.9936186075210571,[],0.0
667,456266,667:hypothesis:fra_Latn,neutral,hypothesis,False,"[""semantic_drift"",""label_flip""]",RELIABLE_GOLD,neutral,0.9930018782615662,0.0019984429236501455,entailment,0.0071129994466900826,-0.9858888788148761,[],False,"[""semantic_drift"",""label_flip""]",KEEP_REJECTED,other cue,A guy lifts some heavy weights while an older man assists him.,A man helping another man bench press.,A guy lifts some heavy weights while an older man assists him.,A man who helps another man.,A man helping another man bench press.,A man who helps another man.,0.9925277233123779,0.0019984429236501455,[],0.303030303030303
667,456266,667:premise:fra_Latn,neutral,premise,True,[],RELIABLE_GOLD,neutral,0.9930018782615662,0.9931424856185913,neutral,0.9924800395965576,-0.0005218386650085449,[],True,[],KEEP_ACCEPTED,other cue,A guy lifts some heavy weights while an older man assists him.,A man helping another man bench press.,A guy lifts heavy weights while an older man helps him.,A man helping another man bench press.,A guy lifts some heavy weights while an older man assists him.,A guy lifts heavy weights while an older man helps him.,0.9972472786903381,0.9931424856185913,"[{""group"":""quantifier"",""original"":{""some"":1},""candidate"":{},""field"":""premise""}]",0.1282051282051282
668,456761,668:hypothesis:fra_Latn,contradiction,hypothesis,True,[],RELIABLE_GOLD,contradiction,0.9994820952415466,0.9960162043571472,contradiction,0.9994882345199585,6.139278411865234e-06,[],True,[],KEEP_ACCEPTED,other cue,"Three dogs run on beach, two playing with unknown object.",Three dogs are swimming in the ocean.,"Three dogs run on beach, two playing with unknown object.",Three dogs swimming in the ocean.,Three dogs are swimming in the ocean.,Three dogs swimming in the ocean.,0.9962044358253479,0.9960162043571472,[],0.05714285714285716
668,456761,668:premise:fra_Latn,contradiction,premise,True,[],RELIABLE_GOLD,contradiction,0.9994820952415466,0.9944422841072083,contradiction,0.9993165731430054,-0.00016552209854125977,[],True,[],KEEP_ACCEPTED,other cue,"Three dogs run on beach, two playing with unknown object.",Three dogs are swimming in the ocean.,"Three dogs are running on the beach, two are playing with an unknown object.",Three dogs are swimming in the ocean.,"Three dogs run on beach, two playing with unknown object.","Three dogs are running on the beach, two are playing with an unknown object.",0.9944422841072083,0.9958317875862122,[],0.1428571428571429
669,456772,669:hypothesis:fra_Latn,contradiction,hypothesis,False,"[""trivial_copy""]",RELIABLE_GOLD,contradiction,0.9734965562820435,0.9966912269592285,contradiction,0.9734965562820435,0.0,[],False,"[""trivial_copy""]",KEEP_REJECTED,other cue,Two large white dogs and one large tan dog in a red collar run along a beach.,Three dogs are lying in the grass in the shade.,Two large white dogs and one large tan dog in a red collar run along a beach.,Three dogs are lying in the grass in the shade.,Three dogs are lying in the grass in the shade.,Three dogs are lying in the grass in the shade.,0.9966912269592285,0.9966912269592285,[],0.0
669,456772,669:premise:fra_Latn,contradiction,premise,False,"[""hard_cue_changed"",""semantic_drift""]",RELIABLE_GOLD,contradiction,0.9734965562820435,0.02404751069843769,contradiction,0.9968219995498657,0.023325443267822266,"[{""group"":""number"",""original"":{""one"":1,""two"":1},""candidate"":{""two"":1},""field"":""premise""}]",False,"[""semantic_drift"",""numeric_value_changed""]",KEEP_REJECTED,number normalization,Two large white dogs and one large tan dog in a red collar run along a beach.,Three dogs are lying in the grass in the shade.,Two big white dogs and a big brown dog with a red collar running along a beach.,Three dogs are lying in the grass in the shade.,Two large white dogs and one large tan dog in a red collar run along a beach.,Two big white dogs and a big brown dog with a red collar running along a beach.,0.02404751069843769,0.05313854664564133,"[{""group"":""space"",""original"":{""in"":1},""candidate"":{},""field"":""premise""}]",0.21794871794871795
670,457878,670:hypothesis:fra_Latn,entailment,hypothesis,False,"[""trivial_copy""]",RELIABLE_GOLD,entailment,0.9960917830467224,0.9908388257026672,entailment,0.9964244961738586,0.00033271312713623047,[],False,"[""trivial_copy""]",KEEP_REJECTED,other cue,A girl doing something on her cellphone.,There is a person with a telecommunications device.,A girl doing something on her cellphone.,There's a person with a telecommunications device.,There is a person with a telecommunications device.,There's a person with a telecommunications device.,0.9929152727127075,0.9908388257026672,[],0.02970297029702973
670,457878,670:premise:fra_Latn,entailment,premise,False,"[""trivial_copy""]",RELIABLE_GOLD,entailment,0.9960917830467224,0.996246874332428,entailment,0.9960638880729675,-2.7894973754882812e-05,[],False,"[""trivial_copy""]",KEEP_REJECTED,other cue,A girl doing something on her cellphone.,There is a person with a telecommunications device.,A girl doing something on her cell phone.,There is a person with a telecommunications device.,A girl doing something on her cellphone.,A girl doing something on her cell phone.,0.997313916683197,0.996246874332428,[],0.012345679012345734
671,457899,671:hypothesis:fra_Latn,entailment,hypothesis,True,[],RELIABLE_GOLD,entailment,0.9944114089012146,0.9968212842941284,entailment,0.9937978386878967,-0.0006135702133178711,[],True,[],KEEP_ACCEPTED,other cue,A woman in a red dress and a man in a white suite are engaging in a ballet performance on a purple lit stage.,A man and woman are dancing.,A woman in a red dress and a man in a white suite are engaging in a ballet performance on a purple lit stage.,A man and a woman are dancing.,A man and woman are dancing.,A man and a woman are dancing.,0.9968212842941284,0.9973016977310181,[],0.03448275862068961
671,457899,671:premise:fra_Latn,entailment,premise,True,[],RELIABLE_GOLD,entailment,0.9944114089012146,0.9907612204551697,entailment,0.9955931305885315,0.0011817216873168945,[],True,[],KEEP_ACCEPTED,other cue,A woman in a red dress and a man in a white suite are engaging in a ballet performance on a purple lit stage.,A man and woman are dancing.,A woman in a red dress and a man in a white suite perform a ballet on a purple-lit stage.,A man and woman are dancing.,A woman in a red dress and a man in a white suite are engaging in a ballet performance on a purple lit stage.,A woman in a red dress and a man in a white suite perform a ballet on a purple-lit stage.,0.9907612204551697,0.9952066540718079,"[{""group"":""space"",""original"":{""on"":1,""in"":3},""candidate"":{""on"":1,""in"":2},""field"":""premise""}]",0.1717171717171717
672,458599,672:hypothesis:fra_Latn,neutral,hypothesis,True,[],RELIABLE_GOLD,neutral,0.9978860020637512,0.9950292706489563,neutral,0.9989452958106995,0.0010592937469482422,[],True,[],KEEP_ACCEPTED,other cue,A closeup of a man riding his bicycle through the forest.,A man is riding his bicycle in the forest to exercise.,A closeup of a man riding his bicycle through the forest.,A man is cycling in the woods to train.,A man is riding his bicycle in the forest to exercise.,A man is cycling in the woods to train.,0.9970609545707703,0.9950292706489563,[],0.3548387096774194
672,458599,672:premise:fra_Latn,neutral,premise,False,"[""semantic_drift""]",RELIABLE_GOLD,neutral,0.9978860020637512,0.03584820777177811,neutral,0.9968532919883728,-0.001032710075378418,[],False,"[""semantic_drift""]",KEEP_REJECTED,other cue,A closeup of a man riding his bicycle through the forest.,A man is riding his bicycle in the forest to exercise.,A man on a bicycle approaches in the woods.,A man is riding his bicycle in the forest to exercise.,A closeup of a man riding his bicycle through the forest.,A man on a bicycle approaches in the woods.,0.8112071752548218,0.03584820777177811,"[{""group"":""space"",""original"":{""through"":1},""candidate"":{""on"":1,""in"":1},""field"":""premise""}]",0.43999999999999995
673,458628,673:hypothesis:fra_Latn,contradiction,hypothesis,False,"[""hard_cue_changed""]",RELIABLE_GOLD,contradiction,0.9996150732040405,0.9845578074455261,contradiction,0.9995885491371155,-2.6524066925048828e-05,"[{""group"":""negation"",""original"":{""no"":1},""candidate"":{""n't"":1},""field"":""hypothesis""}]",True,[],NEWLY_ACCEPTED,negation normalization,Two young girls one blond one brunette are puckering there lips and showing a peace sign with there fingers.,The girls have no fingers.,Two young girls one blond one brunette are puckering there lips and showing a peace sign with there fingers.,Girls don't have fingers.,The girls have no fingers.,Girls don't have fingers.,0.9971713423728943,0.9845578074455261,[],0.2549019607843137
673,458628,673:premise:fra_Latn,contradiction,premise,False,"[""hard_cue_changed"",""semantic_drift""]",RELIABLE_GOLD,contradiction,0.9996150732040405,0.0437086820602417,contradiction,0.9996254444122314,1.0371208190917969e-05,"[{""group"":""number"",""original"":{""one"":2,""two"":1},""candidate"":{""two"":1},""field"":""premise""}]",False,"[""semantic_drift"",""numeric_value_changed""]",KEEP_REJECTED,number normalization,Two young girls one blond one brunette are puckering there lips and showing a peace sign with there fingers.,The girls have no fingers.,"Two young girls, a blonde and a brown, cut each other's lips and showed a sign of peace with their fingers.",The girls have no fingers.,Two young girls one blond one brunette are puckering there lips and showing a peace sign with there fingers.,"Two young girls, a blonde and a brown, cut each other's lips and showed a sign of peace with their fingers.",0.0437086820602417,0.9682371020317078,[],0.3023255813953488
674,459828,674:hypothesis:fra_Latn,entailment,hypothesis,True,[],RELIABLE_GOLD,entailment,0.9872714877128601,0.9834798574447632,entailment,0.893547773361206,-0.09372371435165405,[],True,[],KEEP_ACCEPTED,other cue,Young girl jumping off a swing.,Someone is jumping.,Young girl jumping off a swing.,Somebody's going to jump.,Someone is jumping.,Somebody's going to jump.,0.9948240518569946,0.9834798574447632,[],0.40909090909090906
